,_step,training.fitness_3q,training.fitness_mean,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,_timestamp,training.run_id,training.fitness_median,training.evaluation_time,_runtime,training.fitness_std,training.top_k_fit.top_1_fit,training.fitness_1q,training.generation,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
239,239,193.82778930664062,2373.458984375,6816.9365234375,6682.6533203125,1687206882.3181767,0,728.0025634765625,6.139797210693359,1497.3473386764526,2622.3740234375,6775.56982421875,5203.5224609375,239,lgp,mu+lambda,reward,halfcheetah,0,23900,6816.9365234375,6775.56982421875,6682.6533203125
240,240,280.31781005859375,2295.666259765625,6898.74609375,6806.849609375,1687206888.4358585,0,744.8348388671875,6.101083278656006,1503.4650204181671,2635.414306640625,6824.546875,4945.2802734375,240,lgp,mu+lambda,reward,halfcheetah,0,24000,6898.74609375,6824.546875,6806.849609375
241,241,195.40359497070312,2203.232421875,7055.28857421875,6694.61474609375,1687206894.588522,0,748.0701904296875,6.1353759765625,1509.6176838874817,2592.611572265625,6735.80810546875,4603.4755859375,241,lgp,mu+lambda,reward,halfcheetah,0,24100,7055.28857421875,6735.80810546875,6694.61474609375
242,242,270.5045166015625,2656.89990234375,6883.146484375,6759.7822265625,1687206900.7401786,0,1153.963134765625,6.134087562561035,1515.7693405151367,2739.319091796875,6852.4892578125,5476.794921875,242,lgp,mu+lambda,reward,halfcheetah,0,24200,6883.146484375,6852.4892578125,6759.7822265625
243,243,406.123779296875,2545.118896484375,6812.7802734375,6636.06689453125,1687206906.9059966,0,792.1153564453125,6.138185024261475,1521.9351584911346,2675.169189453125,6762.3251953125,5549.3046875,243,lgp,mu+lambda,reward,halfcheetah,0,24300,6812.7802734375,6762.3251953125,6636.06689453125
244,244,117.58832550048828,2401.760498046875,6896.296875,6784.7578125,1687206913.0731187,0,910.17626953125,6.146581649780273,1528.1022806167603,2766.294189453125,6881.19287109375,5604.0390625,244,lgp,mu+lambda,reward,halfcheetah,0,24400,6896.296875,6881.19287109375,6784.7578125
245,245,479.1353454589844,3006.763427734375,6803.4169921875,6745.0263671875,1687206919.2416706,0,3121.83203125,6.148619651794434,1534.2708325386047,2676.32421875,6788.94970703125,5761.2705078125,245,lgp,mu+lambda,reward,halfcheetah,0,24500,6803.4169921875,6788.94970703125,6745.0263671875
246,246,450.9697570800781,2447.642333984375,6835.7998046875,6687.82177734375,1687206925.4108086,0,720.702880859375,6.148350238800049,1540.4399704933167,2640.5712890625,6723.8095703125,5271.5810546875,246,lgp,mu+lambda,reward,halfcheetah,0,24600,6835.7998046875,6723.8095703125,6687.82177734375
247,247,273.8519287109375,2498.888916015625,7019.91455078125,6894.63916015625,1687206931.5830503,0,681.5626220703125,6.152901649475098,1546.6122121810913,2782.23046875,6996.4755859375,5767.025390625,247,lgp,mu+lambda,reward,halfcheetah,0,24700,7019.91455078125,6996.4755859375,6894.63916015625
248,248,427.6155700683594,2999.96484375,7044.93408203125,6865.20703125,1687206937.757145,0,2260.573974609375,6.156445026397705,1552.7863068580627,2877.615234375,6934.8046875,6326.25830078125,248,lgp,mu+lambda,reward,halfcheetah,0,24800,7044.93408203125,6934.8046875,6865.20703125
249,249,229.99655151367188,2319.8408203125,6842.3603515625,6728.3505859375,1687206943.9122732,0,746.4219970703125,6.135303020477295,1558.941435098648,2594.437744140625,6814.1630859375,4818.498046875,249,lgp,mu+lambda,reward,halfcheetah,0,24900,6842.3603515625,6814.1630859375,6728.3505859375
250,250,114.69213104248047,2302.094970703125,6958.53564453125,6819.3251953125,1687206950.06495,0,663.9239501953125,6.13427209854126,1565.094111919403,2655.36962890625,6853.705078125,4719.0234375,250,lgp,mu+lambda,reward,halfcheetah,0,25000,6958.53564453125,6853.705078125,6819.3251953125
251,251,421.3720397949219,2465.639404296875,6782.9404296875,6766.51708984375,1687206956.214933,0,877.32470703125,6.13038444519043,1571.2440948486328,2584.647216796875,6781.208984375,5411.29541015625,251,lgp,mu+lambda,reward,halfcheetah,0,25100,6782.9404296875,6781.208984375,6766.51708984375
252,252,282.49334716796875,2466.27685546875,6947.01953125,6860.51904296875,1687206962.3548937,0,801.1657104492188,6.120894432067871,1577.3840556144714,2653.01708984375,6941.91650390625,5308.1181640625,252,lgp,mu+lambda,reward,halfcheetah,0,25200,6947.01953125,6941.91650390625,6860.51904296875
253,253,385.3615417480469,2746.853759765625,6996.5390625,6830.0244140625,1687206968.5044405,0,1708.787841796875,6.131078243255615,1583.53360247612,2750.280029296875,6936.6826171875,5947.951171875,253,lgp,mu+lambda,reward,halfcheetah,0,25300,6996.5390625,6936.6826171875,6830.0244140625
254,254,214.21725463867188,2371.69873046875,6993.12939453125,6818.6318359375,1687206974.611626,0,641.498291015625,6.087103366851807,1589.6407878398895,2725.480224609375,6906.6318359375,5644.88671875,254,lgp,mu+lambda,reward,halfcheetah,0,25400,6993.12939453125,6906.6318359375,6818.6318359375
255,255,107.55912780761719,2396.073486328125,7004.50732421875,6854.7041015625,1687206980.7823093,0,807.86474609375,6.152230739593506,1595.8114712238312,2722.53955078125,6977.9560546875,5232.2353515625,255,lgp,mu+lambda,reward,halfcheetah,0,25500,7004.50732421875,6977.9560546875,6854.7041015625
256,256,46.79127502441406,2576.927978515625,6817.5068359375,6776.853515625,1687206987.0183308,0,863.0726318359375,6.205327987670898,1602.0474927425385,2785.249267578125,6791.38720703125,5852.36669921875,256,lgp,mu+lambda,reward,halfcheetah,0,25600,6817.5068359375,6791.38720703125,6776.853515625
257,257,374.1241455078125,2702.994873046875,6913.35595703125,6828.46435546875,1687206993.2022123,0,1271.9385986328125,6.1441755294799805,1608.2313742637634,2766.77001953125,6840.0,6137.45703125,257,lgp,mu+lambda,reward,halfcheetah,0,25700,6913.35595703125,6840.0,6828.46435546875
258,258,207.88218688964844,2659.525634765625,6769.8486328125,6733.2548828125,1687206999.39148,0,1075.39208984375,6.162894248962402,1614.420641899109,2755.34619140625,6736.748046875,6186.6259765625,258,lgp,mu+lambda,reward,halfcheetah,0,25800,6769.8486328125,6736.748046875,6733.2548828125
259,259,491.380615234375,2774.62060546875,6984.49365234375,6833.1328125,1687207005.570841,0,2020.234375,6.153158664703369,1620.600003004074,2681.183349609375,6839.923828125,5986.83544921875,259,lgp,mu+lambda,reward,halfcheetah,0,25900,6984.49365234375,6839.923828125,6833.1328125
260,260,588.5908813476562,2053.221923828125,6867.5556640625,6830.88330078125,1687207011.7500267,0,2484.910400390625,6.157290935516357,1626.779188632965,10590.8076171875,6837.8369140625,6373.98046875,260,lgp,mu+lambda,reward,halfcheetah,0,26000,6867.5556640625,6837.8369140625,6830.88330078125
261,261,-97.8636703491211,2211.62939453125,6888.2919921875,6794.9697265625,1687207017.9230113,0,735.8993530273438,6.156011581420898,1632.9521732330322,2677.7783203125,6816.89013671875,5126.234375,261,lgp,mu+lambda,reward,halfcheetah,0,26100,6888.2919921875,6816.89013671875,6794.9697265625
262,262,110.42808532714844,2481.43701171875,7010.021484375,6896.54052734375,1687207024.0944998,0,705.349853515625,6.155058860778809,1639.1236617565155,2793.03857421875,6980.23486328125,5584.1064453125,262,lgp,mu+lambda,reward,halfcheetah,0,26200,7010.021484375,6980.23486328125,6896.54052734375
263,263,321.28082275390625,2473.84765625,6910.7724609375,6821.26953125,1687207030.2737515,0,754.4197387695312,6.160449028015137,1645.302913427353,2650.75830078125,6830.5888671875,5148.86767578125,263,lgp,mu+lambda,reward,halfcheetah,0,26300,6910.7724609375,6830.5888671875,6821.26953125
264,264,358.88983154296875,2587.22216796875,6934.28173828125,6908.70361328125,1687207036.4602804,0,1101.7587890625,6.168766021728516,1651.4894423484802,2722.332763671875,6909.9521484375,5575.49462890625,264,lgp,mu+lambda,reward,halfcheetah,0,26400,6934.28173828125,6909.9521484375,6908.70361328125
265,265,338.1770324707031,2664.15234375,6862.6796875,6740.904296875,1687207042.6320133,0,1197.8587646484375,6.156681060791016,1657.661175251007,2681.805908203125,6745.35888671875,5644.9404296875,265,lgp,mu+lambda,reward,halfcheetah,0,26500,6862.6796875,6745.35888671875,6740.904296875
266,266,109.21378326416016,2299.17724609375,6763.75,6704.69189453125,1687207048.8036342,0,794.4078369140625,6.154587745666504,1663.8327960968018,2543.435791015625,6757.5859375,4918.0,266,lgp,mu+lambda,reward,halfcheetah,0,26600,6763.75,6757.5859375,6704.69189453125
267,267,417.5657958984375,2766.413330078125,6882.05322265625,6780.92919921875,1687207054.979055,0,1552.806640625,6.1581711769104,1670.0082168579102,2751.96337890625,6815.2685546875,6011.537109375,267,lgp,mu+lambda,reward,halfcheetah,0,26700,6882.05322265625,6815.2685546875,6780.92919921875
268,268,496.1980895996094,2849.7080078125,6855.76416015625,6826.4833984375,1687207061.1513853,0,1942.878173828125,6.155015468597412,1676.1805472373962,2705.207763671875,6841.50146484375,5994.31982421875,268,lgp,mu+lambda,reward,halfcheetah,0,26800,6855.76416015625,6841.50146484375,6826.4833984375
269,269,443.0686340332031,3189.0849609375,7090.92236328125,6802.22314453125,1687207067.322581,0,2709.52294921875,6.154612064361572,1682.3517429828644,2728.846923828125,6885.1142578125,6158.111328125,269,lgp,mu+lambda,reward,halfcheetah,0,26900,7090.92236328125,6885.1142578125,6802.22314453125
270,270,438.2392883300781,2727.579345703125,6854.83984375,6803.63037109375,1687207073.5052097,0,1662.853271484375,6.163736343383789,1688.5343716144562,2668.88134765625,6828.09619140625,5619.0361328125,270,lgp,mu+lambda,reward,halfcheetah,0,27000,6854.83984375,6828.09619140625,6803.63037109375
271,271,380.6205139160156,3150.328369140625,6894.83154296875,6772.6669921875,1687207079.6756232,0,3396.42578125,6.153725624084473,1694.7047851085663,2735.012451171875,6800.822265625,6055.841796875,271,lgp,mu+lambda,reward,halfcheetah,0,27100,6894.83154296875,6800.822265625,6772.6669921875
272,272,285.302001953125,2353.772705078125,6906.802734375,6844.7470703125,1687207085.8481486,0,867.6853637695312,6.156301021575928,1700.87731051445,2609.142578125,6844.81884765625,4252.23974609375,272,lgp,mu+lambda,reward,halfcheetah,0,27200,6906.802734375,6844.81884765625,6844.7470703125
273,273,454.8266906738281,2612.8525390625,6954.22021484375,6840.70703125,1687207092.002343,0,1854.58935546875,6.137397766113281,1707.031504869461,2548.09375,6844.1962890625,4811.29345703125,273,lgp,mu+lambda,reward,halfcheetah,0,27300,6954.22021484375,6844.1962890625,6840.70703125
274,274,108.75736999511719,2354.802978515625,6908.55810546875,6782.16015625,1687207098.129668,0,716.3154296875,6.110903263092041,1713.1588299274445,2656.226318359375,6890.787109375,5345.8994140625,274,lgp,mu+lambda,reward,halfcheetah,0,27400,6908.55810546875,6890.787109375,6782.16015625
275,275,400.39202880859375,2530.83203125,6774.8603515625,6664.26123046875,1687207104.3526986,0,1008.36474609375,6.209303855895996,1719.3818604946136,2606.144287109375,6743.859375,5200.2802734375,275,lgp,mu+lambda,reward,halfcheetah,0,27500,6774.8603515625,6743.859375,6664.26123046875
276,276,159.30804443359375,2466.94091796875,6845.765625,6749.7666015625,1687207110.5258667,0,848.6873168945312,6.155075550079346,1725.5550286769867,2707.117919921875,6836.17822265625,5655.2802734375,276,lgp,mu+lambda,reward,halfcheetah,0,27600,6845.765625,6836.17822265625,6749.7666015625
277,277,416.6248779296875,2700.074951171875,6889.59130859375,6711.509765625,1687207116.6981437,0,1905.507080078125,6.155409812927246,1731.727305650711,2593.422607421875,6772.7392578125,5563.5732421875,277,lgp,mu+lambda,reward,halfcheetah,0,27700,6889.59130859375,6772.7392578125,6711.509765625
278,278,-102.87335205078125,2082.595947265625,6930.2412109375,6717.7333984375,1687207122.8681707,0,638.3131103515625,6.1529340744018555,1737.8973326683044,2631.12451171875,6787.27734375,4004.04443359375,278,lgp,mu+lambda,reward,halfcheetah,0,27800,6930.2412109375,6787.27734375,6717.7333984375
279,279,234.1882781982422,2312.626708984375,7002.8759765625,6885.05419921875,1687207129.0408053,0,687.2344360351562,6.156387805938721,1744.0699672698975,2640.655029296875,6908.2900390625,4595.322265625,279,lgp,mu+lambda,reward,halfcheetah,0,27900,7002.8759765625,6908.2900390625,6885.05419921875
280,280,200.64891052246094,2403.728271484375,6851.2724609375,6808.40576171875,1687207135.2141027,0,765.7698974609375,6.156707286834717,1750.2432646751404,2683.5966796875,6812.83203125,4887.0986328125,280,lgp,mu+lambda,reward,halfcheetah,0,28000,6851.2724609375,6812.83203125,6808.40576171875
281,281,18.331790924072266,1429.8900146484375,6941.17724609375,6853.64599609375,1687207141.3856845,0,805.77880859375,6.154765605926514,1756.414846420288,10543.39453125,6881.56103515625,5398.08984375,281,lgp,mu+lambda,reward,halfcheetah,0,28100,6941.17724609375,6881.56103515625,6853.64599609375
282,282,43.192657470703125,2277.690673828125,6862.18603515625,6783.6103515625,1687207147.5573995,0,649.9058837890625,6.15625524520874,1762.5865614414215,2741.560302734375,6786.90234375,5723.9892578125,282,lgp,mu+lambda,reward,halfcheetah,0,28200,6862.18603515625,6786.90234375,6783.6103515625
283,283,-25.961074829101562,2173.149658203125,6848.79541015625,6825.927734375,1687207153.7283456,0,644.8619384765625,6.153379917144775,1768.7575075626373,2696.96875,6841.70068359375,5498.3271484375,283,lgp,mu+lambda,reward,halfcheetah,0,28300,6848.79541015625,6841.70068359375,6825.927734375
284,284,-111.95690155029297,1233.4537353515625,6884.66650390625,6768.474609375,1687207159.9001222,0,684.55078125,6.155852317810059,1774.9292840957642,10524.751953125,6836.67431640625,4435.6025390625,284,lgp,mu+lambda,reward,halfcheetah,0,28400,6884.66650390625,6836.67431640625,6768.474609375
285,285,-50.74387741088867,2579.0087890625,6892.52099609375,6862.3525390625,1687207166.0724843,0,641.2471313476562,6.15573263168335,1781.1016461849213,2896.11962890625,6878.55615234375,6226.00341796875,285,lgp,mu+lambda,reward,halfcheetah,0,28500,6892.52099609375,6878.55615234375,6862.3525390625
286,286,-17.609325408935547,2731.31982421875,6877.64453125,6798.62158203125,1687207172.2430496,0,2059.79931640625,6.154189109802246,1787.2722115516663,2796.72802734375,6837.93896484375,5944.8095703125,286,lgp,mu+lambda,reward,halfcheetah,0,28600,6877.64453125,6837.93896484375,6798.62158203125
287,287,532.8948364257812,3200.391845703125,6939.35888671875,6878.232421875,1687207178.4159288,0,3156.077880859375,6.157439708709717,1793.4450907707214,2823.880126953125,6903.244140625,6418.3564453125,287,lgp,mu+lambda,reward,halfcheetah,0,28700,6939.35888671875,6903.244140625,6878.232421875
288,288,17.490938186645508,2341.410400390625,7015.4208984375,6726.53076171875,1687207184.5899928,0,891.6024169921875,6.158477783203125,1799.6191546916962,2619.47119140625,6756.39404296875,4764.48046875,288,lgp,mu+lambda,reward,halfcheetah,0,28800,7015.4208984375,6756.39404296875,6726.53076171875
289,289,29.903182983398438,2226.6259765625,6883.134765625,6861.6298828125,1687207190.7688,0,640.3616333007812,6.163417339324951,1805.7979619503021,2673.927978515625,6879.1806640625,5223.259765625,289,lgp,mu+lambda,reward,halfcheetah,0,28900,6883.134765625,6879.1806640625,6861.6298828125
290,290,311.20428466796875,2848.593017578125,6991.78466796875,6859.71435546875,1687207196.9404263,0,1341.6082763671875,6.1551313400268555,1811.9695882797241,2832.460205078125,6902.2392578125,6302.5712890625,290,lgp,mu+lambda,reward,halfcheetah,0,29000,6991.78466796875,6902.2392578125,6859.71435546875
291,291,328.65789794921875,2474.35888671875,6920.54150390625,6809.3701171875,1687207203.1120768,0,710.5916137695312,6.155041217803955,1818.1412386894226,2809.9091796875,6851.8125,6185.1396484375,291,lgp,mu+lambda,reward,halfcheetah,0,29100,6920.54150390625,6851.8125,6809.3701171875
292,292,64.1953125,2340.732666015625,6892.15673828125,6807.48046875,1687207209.286209,0,739.4105224609375,6.156742095947266,1824.3153710365295,2740.0546875,6810.36767578125,5382.39501953125,292,lgp,mu+lambda,reward,halfcheetah,0,29200,6892.15673828125,6810.36767578125,6807.48046875
293,293,387.0754089355469,2663.253173828125,6869.49853515625,6773.9033203125,1687207215.4578784,0,1683.3170166015625,6.155231475830078,1830.4870402812958,2683.12255859375,6860.5810546875,5806.3154296875,293,lgp,mu+lambda,reward,halfcheetah,0,29300,6869.49853515625,6860.5810546875,6773.9033203125
294,294,235.89083862304688,2419.9267578125,6864.7626953125,6710.513671875,1687207221.5884387,0,714.0343017578125,6.114474296569824,1836.6176006793976,2758.5966796875,6765.03662109375,5801.9482421875,294,lgp,mu+lambda,reward,halfcheetah,0,29400,6864.7626953125,6765.03662109375,6710.513671875
295,295,53.0401725769043,2474.811279296875,6842.212890625,6756.63623046875,1687207227.6839352,0,744.51904296875,6.078166484832764,1842.7130970954895,2740.51708984375,6801.34814453125,5604.908203125,295,lgp,mu+lambda,reward,halfcheetah,0,29500,6842.212890625,6801.34814453125,6756.63623046875
296,296,259.21563720703125,2406.87255859375,6826.65087890625,6806.02490234375,1687207233.778686,0,659.2650146484375,6.078863620758057,1848.8078479766846,2787.753173828125,6826.06298828125,5939.90478515625,296,lgp,mu+lambda,reward,halfcheetah,0,29600,6826.65087890625,6826.06298828125,6806.02490234375
297,297,160.95672607421875,2469.175048828125,6919.595703125,6822.92138671875,1687207239.8884838,0,676.9183349609375,6.086587905883789,1854.9176456928253,2820.427490234375,6914.61181640625,6159.07861328125,297,lgp,mu+lambda,reward,halfcheetah,0,29700,6919.595703125,6914.61181640625,6822.92138671875
298,298,493.0860595703125,2714.29931640625,7073.15869140625,6801.07080078125,1687207246.0023913,0,757.957275390625,6.080562114715576,1861.0315532684326,2777.189453125,6817.85009765625,6279.8427734375,298,lgp,mu+lambda,reward,halfcheetah,0,29800,7073.15869140625,6817.85009765625,6801.07080078125
299,299,127.45609283447266,2310.6171875,7037.345703125,6893.36669921875,1687207252.1173296,0,871.6719970703125,6.081104278564453,1867.1464915275574,2691.6318359375,6905.0068359375,5551.408203125,299,lgp,mu+lambda,reward,halfcheetah,0,29900,7037.345703125,6905.0068359375,6893.36669921875
300,300,408.7641906738281,2710.657470703125,7144.48974609375,6851.384765625,1687207258.2298703,0,1694.404052734375,6.079288482666016,1873.2590322494507,2636.728759765625,6881.0029296875,5496.65087890625,300,lgp,mu+lambda,reward,halfcheetah,0,30000,7144.48974609375,6881.0029296875,6851.384765625
301,301,378.827392578125,2243.99365234375,6930.65771484375,6899.12646484375,1687207264.343709,0,703.4656982421875,6.081138610839844,1879.3728709220886,2651.57568359375,6925.67919921875,4927.7158203125,301,lgp,mu+lambda,reward,halfcheetah,0,30100,6930.65771484375,6925.67919921875,6899.12646484375
302,302,159.94277954101562,2076.7626953125,7059.99658203125,6855.763671875,1687207270.4580817,0,708.4370727539062,6.081186771392822,1885.4872436523438,2549.551025390625,6860.39501953125,4384.89208984375,302,lgp,mu+lambda,reward,halfcheetah,0,30200,7059.99658203125,6860.39501953125,6855.763671875
303,303,-33.674781799316406,2100.336181640625,7011.07568359375,6794.9375,1687207276.5747602,0,661.3057861328125,6.082972049713135,1891.6039221286774,2653.469970703125,6809.1611328125,4255.2744140625,303,lgp,mu+lambda,reward,halfcheetah,0,30300,7011.07568359375,6809.1611328125,6794.9375
304,304,-33.170433044433594,2067.99853515625,6942.18994140625,6802.14404296875,1687207282.6891327,0,733.8709716796875,6.076511383056641,1897.718294620514,2655.421142578125,6901.32275390625,4589.357421875,304,lgp,mu+lambda,reward,halfcheetah,0,30400,6942.18994140625,6901.32275390625,6802.14404296875
305,305,78.51355743408203,2393.30712890625,6940.38916015625,6845.380859375,1687207288.8002465,0,674.710693359375,6.085987567901611,1903.8294084072113,2776.107421875,6866.02001953125,5758.669921875,305,lgp,mu+lambda,reward,halfcheetah,0,30500,6940.38916015625,6866.02001953125,6845.380859375
306,306,305.0301208496094,2667.70556640625,6924.39306640625,6804.8173828125,1687207294.9123104,0,1345.699462890625,6.091213703155518,1909.9414722919464,2693.623291015625,6893.49951171875,5536.0595703125,306,lgp,mu+lambda,reward,halfcheetah,0,30600,6924.39306640625,6893.49951171875,6804.8173828125
307,307,466.2633056640625,2695.157470703125,7083.953125,6856.650390625,1687207301.0209966,0,1714.06103515625,6.08780574798584,1916.0501585006714,2599.712646484375,6983.0927734375,5102.87109375,307,lgp,mu+lambda,reward,halfcheetah,0,30700,7083.953125,6983.0927734375,6856.650390625
308,308,431.0792236328125,2898.701171875,6862.93701171875,6826.7685546875,1687207307.1349049,0,2429.97119140625,6.077819347381592,1922.1640667915344,2668.07763671875,6854.30322265625,5789.99755859375,308,lgp,mu+lambda,reward,halfcheetah,0,30800,6862.93701171875,6854.30322265625,6826.7685546875
309,309,222.6443634033203,2755.7412109375,6932.67236328125,6825.80712890625,1687207313.2498379,0,882.9984130859375,6.097968101501465,1928.2789998054504,2819.559326171875,6854.0908203125,5903.2431640625,309,lgp,mu+lambda,reward,halfcheetah,0,30900,6932.67236328125,6854.0908203125,6825.80712890625
310,310,499.70574951171875,2997.823486328125,6915.8310546875,6795.5478515625,1687207319.364161,0,2442.02734375,6.097745895385742,1934.393322944641,2721.069091796875,6823.1611328125,6236.1044921875,310,lgp,mu+lambda,reward,halfcheetah,0,31000,6915.8310546875,6823.1611328125,6795.5478515625
311,311,66.20365905761719,2420.2724609375,6946.30712890625,6917.62060546875,1687207325.4705546,0,633.9508056640625,6.088013172149658,1940.4997165203094,2812.240234375,6946.017578125,5738.962890625,311,lgp,mu+lambda,reward,halfcheetah,0,31100,6946.30712890625,6946.017578125,6917.62060546875
312,312,307.0987243652344,2456.7958984375,6909.93310546875,6871.05224609375,1687207331.577611,0,767.3043823242188,6.0882768630981445,1946.6067728996277,2732.10009765625,6896.8271484375,6147.06298828125,312,lgp,mu+lambda,reward,halfcheetah,0,31200,6909.93310546875,6896.8271484375,6871.05224609375
313,313,473.335205078125,2490.7314453125,6901.78466796875,6738.53515625,1687207337.6913874,0,813.0167236328125,6.0937418937683105,1952.7205493450165,2609.78369140625,6774.609375,5222.17333984375,313,lgp,mu+lambda,reward,halfcheetah,0,31300,6901.78466796875,6774.609375,6738.53515625
314,314,384.19757080078125,2581.60791015625,6966.62890625,6712.078125,1687207343.807409,0,1693.055419921875,6.098738670349121,1958.8365709781647,2580.043212890625,6943.41748046875,4935.65625,314,lgp,mu+lambda,reward,halfcheetah,0,31400,6966.62890625,6943.41748046875,6712.078125
315,315,312.5169982910156,2276.6328125,6863.34521484375,6779.77197265625,1687207349.9085588,0,626.814697265625,6.08255672454834,1964.9377207756042,2624.587890625,6793.70703125,5337.7373046875,315,lgp,mu+lambda,reward,halfcheetah,0,31500,6863.34521484375,6793.70703125,6779.77197265625
316,316,426.59149169921875,2399.79833984375,6812.091796875,6799.67529296875,1687207356.0085864,0,778.2011108398438,6.0825886726379395,1971.037748336792,2629.906982421875,6803.94091796875,4944.587890625,316,lgp,mu+lambda,reward,halfcheetah,0,31600,6812.091796875,6803.94091796875,6799.67529296875
317,317,313.75140380859375,2495.366455078125,6834.849609375,6784.32177734375,1687207362.114584,0,773.594482421875,6.087745666503906,1977.1437458992004,2668.255859375,6829.4482421875,5162.9677734375,317,lgp,mu+lambda,reward,halfcheetah,0,31700,6834.849609375,6829.4482421875,6784.32177734375
318,318,177.69140625,2648.19287109375,6929.73046875,6876.5205078125,1687207368.2297475,0,899.77880859375,6.0969624519348145,1983.2589094638824,2812.786865234375,6910.43115234375,6068.35791015625,318,lgp,mu+lambda,reward,halfcheetah,0,31800,6929.73046875,6910.43115234375,6876.5205078125
319,319,396.8671875,2945.528076171875,7094.02392578125,6925.67138671875,1687207374.3454366,0,1934.849609375,6.097082614898682,1989.3745985031128,2792.30029296875,7014.7626953125,6301.60595703125,319,lgp,mu+lambda,reward,halfcheetah,0,31900,7094.02392578125,7014.7626953125,6925.67138671875
320,320,428.82086181640625,2770.57421875,6877.57373046875,6797.21533203125,1687207380.450289,0,1285.828857421875,6.08630895614624,1995.4794509410858,2771.895751953125,6876.80078125,6075.27197265625,320,lgp,mu+lambda,reward,halfcheetah,0,32000,6877.57373046875,6876.80078125,6797.21533203125
321,321,414.89501953125,2606.681884765625,7120.20849609375,6817.7646484375,1687207386.56804,0,882.4578857421875,6.084756851196289,2001.5972018241882,2617.064697265625,6892.32568359375,5308.4638671875,321,lgp,mu+lambda,reward,halfcheetah,0,32100,7120.20849609375,6892.32568359375,6817.7646484375
322,322,356.32977294921875,2810.8662109375,7080.0771484375,6841.02783203125,1687207392.684543,0,1157.00439453125,6.092414379119873,2007.7137048244476,2828.863525390625,6926.52880859375,6166.388671875,322,lgp,mu+lambda,reward,halfcheetah,0,32200,7080.0771484375,6926.52880859375,6841.02783203125
323,323,522.4375610351562,3146.829345703125,6882.25244140625,6771.78466796875,1687207398.7983391,0,2796.22119140625,6.093026161193848,2013.8275010585785,2746.843017578125,6782.88818359375,6200.26611328125,323,lgp,mu+lambda,reward,halfcheetah,0,32300,6882.25244140625,6782.88818359375,6771.78466796875
324,324,393.9184875488281,2710.88232421875,6922.60302734375,6887.08203125,1687207404.9122598,0,1728.768310546875,6.0925397872924805,2019.9414217472076,2695.976318359375,6904.0869140625,5919.349609375,324,lgp,mu+lambda,reward,halfcheetah,0,32400,6922.60302734375,6904.0869140625,6887.08203125
325,325,431.337646484375,2880.329833984375,7014.39404296875,6774.60498046875,1687207411.0253844,0,2135.3017578125,6.091773986816406,2026.0545463562012,2673.183349609375,6836.1904296875,6007.169921875,325,lgp,mu+lambda,reward,halfcheetah,0,32500,7014.39404296875,6836.1904296875,6774.60498046875
326,326,483.311767578125,2873.211181640625,6936.59375,6818.83056640625,1687207417.1402783,0,1718.099609375,6.094161033630371,2032.1694402694702,2682.11962890625,6845.15478515625,5806.38671875,326,lgp,mu+lambda,reward,halfcheetah,0,32600,6936.59375,6845.15478515625,6818.83056640625
327,327,491.5558776855469,2684.14990234375,6966.26171875,6840.04736328125,1687207423.2528129,0,1174.405517578125,6.090837478637695,2038.2819747924805,2692.78955078125,6877.34033203125,5787.22802734375,327,lgp,mu+lambda,reward,halfcheetah,0,32700,6966.26171875,6877.34033203125,6840.04736328125
328,328,558.4822387695312,2892.758056640625,6821.25390625,6708.7529296875,1687207429.37839,0,2006.2049560546875,6.104706287384033,2044.4075520038605,2673.639892578125,6747.5263671875,5762.81787109375,328,lgp,mu+lambda,reward,halfcheetah,0,32800,6821.25390625,6747.5263671875,6708.7529296875
329,329,461.8485107421875,2557.5947265625,6839.5458984375,6758.81982421875,1687207435.4731905,0,1132.0992431640625,6.074265480041504,2050.50235247612,2559.915283203125,6785.017578125,5153.4140625,329,lgp,mu+lambda,reward,halfcheetah,0,32900,6839.5458984375,6785.017578125,6758.81982421875
330,330,496.64215087890625,2722.682373046875,6990.2099609375,6915.3515625,1687207441.5669332,0,1259.315185546875,6.072750568389893,2056.596095085144,2625.746826171875,6969.24609375,5676.57861328125,330,lgp,mu+lambda,reward,halfcheetah,0,33000,6990.2099609375,6969.24609375,6915.3515625
331,331,420.7820129394531,2652.006591796875,6865.0048828125,6768.58251953125,1687207447.6621678,0,1381.106201171875,6.075122356414795,2062.691329717636,2635.452392578125,6827.21826171875,5533.560546875,331,lgp,mu+lambda,reward,halfcheetah,0,33100,6865.0048828125,6827.21826171875,6768.58251953125
332,332,500.02801513671875,2956.556884765625,6890.583984375,6777.88134765625,1687207453.7563095,0,2176.647705078125,6.072876453399658,2068.7854714393616,2654.14306640625,6860.41015625,5684.8046875,332,lgp,mu+lambda,reward,halfcheetah,0,33200,6890.583984375,6860.41015625,6777.88134765625
333,333,406.94140625,2918.628662109375,6896.16162109375,6761.46923828125,1687207459.848633,0,1437.77099609375,6.072610855102539,2074.877794981003,2798.280029296875,6868.279296875,5959.935546875,333,lgp,mu+lambda,reward,halfcheetah,0,33300,6896.16162109375,6868.279296875,6761.46923828125
