,_step,training.fitness_1q,training.evaluation_time,training.top_k_fit.top_1_fit,training.run_id,training.generation,_timestamp,training.fitness_3q,training.fitness_mean,training.top_k_fit.top_0_fit,_runtime,training.fitness_std,training.fitness_median,training.top_k_fit.top_2_fit,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
261,261,998.491455078125,1.4239308834075928,2183.71826171875,3,261,1687171733.1537778,56.944793701171875,594.1881713867188,2272.168212890625,392.59677481651306,819.4528198242188,132.745361328125,2178.544921875,lgp,mu+lambda,reward,hopper,3,26100,2272.168212890625,2183.71826171875,2178.544921875
262,262,989.0626220703125,1.4232016801834106,2250.68603515625,3,262,1687171734.593188,57.67371368408203,596.7691040039062,2257.343505859375,394.0361850261688,823.3841552734375,137.44326782226562,2247.162841796875,lgp,mu+lambda,reward,hopper,3,26200,2257.343505859375,2250.68603515625,2247.162841796875
263,263,1184.50732421875,1.4250825643539429,2196.610107421875,3,263,1687171736.032181,65.34184265136719,689.4065551757812,2233.185546875,395.47517800331116,848.2240600585938,184.5851593017578,2173.553466796875,lgp,mu+lambda,reward,hopper,3,26300,2233.185546875,2196.610107421875,2173.553466796875
264,264,682.0582885742188,1.4265637397766113,2203.94873046875,3,264,1687171737.472779,47.23131561279297,551.7167358398438,2216.242919921875,396.915776014328,802.386474609375,116.28271484375,2196.717041015625,lgp,mu+lambda,reward,hopper,3,26400,2216.242919921875,2203.94873046875,2196.717041015625
265,265,966.734619140625,1.4241716861724854,2229.3251953125,3,265,1687171738.9126658,54.185726165771484,579.13916015625,2231.466796875,398.3556628227234,813.2826538085938,128.55023193359375,2170.252685546875,lgp,mu+lambda,reward,hopper,3,26500,2231.466796875,2229.3251953125,2170.252685546875
266,266,1005.0274658203125,1.4237022399902344,2215.773193359375,3,266,1687171740.3539925,48.80164337158203,679.4263916015625,2253.52294921875,399.79698944091797,843.4103393554688,123.85469818115234,2211.77099609375,lgp,mu+lambda,reward,hopper,3,26600,2253.52294921875,2215.773193359375,2211.77099609375
267,267,1001.67529296875,1.422117829322815,2221.468505859375,3,267,1687171741.794017,54.83731460571289,633.0985717773438,2244.745849609375,401.2370140552521,832.7147216796875,108.93218994140625,2208.70849609375,lgp,mu+lambda,reward,hopper,3,26700,2244.745849609375,2221.468505859375,2208.70849609375
268,268,441.24066162109375,1.4229404926300049,2254.9580078125,3,268,1687171743.2325299,43.566650390625,572.2710571289062,2261.073974609375,402.6755268573761,861.1966552734375,95.00015258789062,2224.64208984375,lgp,mu+lambda,reward,hopper,3,26800,2261.073974609375,2254.9580078125,2224.64208984375
269,269,806.7257080078125,1.423958420753479,2241.249267578125,3,269,1687171744.6731708,53.4935417175293,574.1853637695312,2253.0234375,404.1161677837372,814.1495971679688,121.20490264892578,2226.8125,lgp,mu+lambda,reward,hopper,3,26900,2253.0234375,2241.249267578125,2226.8125
270,270,1010.2788696289062,1.4221060276031494,2223.738525390625,3,270,1687171746.1140263,71.34431457519531,672.7973022460938,2276.85693359375,405.55702328681946,837.63916015625,162.49600219726562,2223.30419921875,lgp,mu+lambda,reward,hopper,3,27000,2276.85693359375,2223.738525390625,2223.30419921875
271,271,1001.1589965820312,1.424367904663086,2186.69384765625,3,271,1687171747.5535688,53.60322189331055,612.474609375,2198.266357421875,406.9965658187866,819.6195678710938,129.10272216796875,2172.251953125,lgp,mu+lambda,reward,hopper,3,27100,2198.266357421875,2186.69384765625,2172.251953125
272,272,996.617431640625,1.4232244491577148,2191.256103515625,3,272,1687171748.9919147,62.69258499145508,622.0299682617188,2217.735595703125,408.4349117279053,837.14111328125,125.761474609375,2183.55322265625,lgp,mu+lambda,reward,hopper,3,27200,2217.735595703125,2191.256103515625,2183.55322265625
273,273,1007.9346923828125,1.4218525886535645,2245.045654296875,3,273,1687171750.432979,56.775970458984375,644.3082885742188,2270.319091796875,409.87597608566284,850.3108520507812,113.83329010009766,2235.45458984375,lgp,mu+lambda,reward,hopper,3,27300,2270.319091796875,2245.045654296875,2235.45458984375
274,274,907.4720458984375,1.4237879514694214,2184.5888671875,3,274,1687171751.872527,48.32184600830078,561.3001708984375,2214.9150390625,411.31552386283875,810.8822631835938,104.60476684570312,2182.3642578125,lgp,mu+lambda,reward,hopper,3,27400,2214.9150390625,2184.5888671875,2182.3642578125
275,275,1000.88134765625,1.4214364290237427,2227.103515625,3,275,1687171753.3114948,40.64859390258789,621.2233276367188,2239.044189453125,412.7544918060303,831.6839599609375,102.78842163085938,2225.356201171875,lgp,mu+lambda,reward,hopper,3,27500,2239.044189453125,2227.103515625,2225.356201171875
276,276,997.655029296875,1.4239780902862549,2209.939697265625,3,276,1687171754.751212,55.53632354736328,619.6762084960938,2233.0263671875,414.19420886039734,848.80859375,118.83877563476562,2205.4873046875,lgp,mu+lambda,reward,hopper,3,27600,2233.0263671875,2209.939697265625,2205.4873046875
277,277,1001.8714599609375,1.4258867502212524,2234.908935546875,3,277,1687171756.1920853,51.374542236328125,618.2590942382812,2241.81201171875,415.63508224487305,841.120849609375,108.93045043945312,2227.322998046875,lgp,mu+lambda,reward,hopper,3,27700,2241.81201171875,2234.908935546875,2227.322998046875
278,278,1009.3280639648438,1.4214493036270142,2248.27099609375,3,278,1687171757.6314912,55.806007385253906,627.1959228515625,2324.048583984375,417.0744881629944,851.8507690429688,133.8039093017578,2219.544921875,lgp,mu+lambda,reward,hopper,3,27800,2324.048583984375,2248.27099609375,2219.544921875
279,279,991.9120483398438,1.4229570627212524,2220.242919921875,3,279,1687171759.0724404,50.86683654785156,593.3031005859375,2305.051513671875,418.51543736457825,833.5122680664062,110.57225036621094,2207.221435546875,lgp,mu+lambda,reward,hopper,3,27900,2305.051513671875,2220.242919921875,2207.221435546875
280,280,1010.70849609375,1.4224773645401,2225.2939453125,3,280,1687171760.5133243,58.978515625,602.8961791992188,2237.729736328125,419.95632123947144,811.555908203125,116.5114974975586,2211.154541015625,lgp,mu+lambda,reward,hopper,3,28000,2237.729736328125,2225.2939453125,2211.154541015625
281,281,1001.0810546875,1.425065517425537,2208.768798828125,3,281,1687171761.9566796,49.323089599609375,600.1541137695312,2212.392822265625,421.3996765613556,835.990966796875,98.98553466796875,2194.854736328125,lgp,mu+lambda,reward,hopper,3,28100,2212.392822265625,2208.768798828125,2194.854736328125
282,282,987.2655029296875,1.4243617057800293,2219.994384765625,3,282,1687171763.3985226,52.164710998535156,610.2732543945312,2233.876220703125,422.8415195941925,840.1229858398438,147.5436248779297,2218.8798828125,lgp,mu+lambda,reward,hopper,3,28200,2233.876220703125,2219.994384765625,2218.8798828125
283,283,1003.8196411132812,1.4215569496154785,2242.6455078125,3,283,1687171764.8379948,50.605831146240234,596.3592529296875,2254.615966796875,424.28099179267883,825.0196533203125,149.25079345703125,2238.56689453125,lgp,mu+lambda,reward,hopper,3,28300,2254.615966796875,2242.6455078125,2238.56689453125
284,284,786.1748657226562,1.457779049873352,2236.01171875,3,284,1687171766.3113446,49.60590362548828,590.6074829101562,2245.0205078125,425.75434160232544,822.8624267578125,131.7039794921875,2195.755126953125,lgp,mu+lambda,reward,hopper,3,28400,2245.0205078125,2236.01171875,2195.755126953125
285,285,787.6241455078125,1.4175677299499512,2230.97412109375,3,285,1687171767.7470171,57.521156311035156,579.503173828125,2243.74169921875,427.1900141239166,819.949462890625,113.87967681884766,2229.88818359375,lgp,mu+lambda,reward,hopper,3,28500,2243.74169921875,2230.97412109375,2229.88818359375
286,286,995.387939453125,1.4164968729019165,2198.836669921875,3,286,1687171769.1816337,62.342342376708984,627.4385986328125,2238.68115234375,428.624630689621,840.2857055664062,127.62446594238281,2194.663330078125,lgp,mu+lambda,reward,hopper,3,28600,2238.68115234375,2198.836669921875,2194.663330078125
287,287,993.8526611328125,1.417086124420166,2204.133056640625,3,287,1687171770.617195,56.51309585571289,560.2838134765625,2216.95166015625,430.0601918697357,818.5589599609375,118.98280334472656,2202.628173828125,lgp,mu+lambda,reward,hopper,3,28700,2216.95166015625,2204.133056640625,2202.628173828125
288,288,1005.3003540039062,1.4163063764572144,2228.95556640625,3,288,1687171772.0522091,53.894325256347656,597.4606323242188,2246.4912109375,431.49520611763,834.382568359375,94.9686050415039,2180.85498046875,lgp,mu+lambda,reward,hopper,3,28800,2246.4912109375,2228.95556640625,2180.85498046875
289,289,998.214599609375,1.4178650379180908,2243.543701171875,3,289,1687171773.4883525,39.82533645629883,616.580078125,2247.6015625,432.9313495159149,860.6366577148438,127.58326721191406,2233.176025390625,lgp,mu+lambda,reward,hopper,3,28900,2247.6015625,2243.543701171875,2233.176025390625
290,290,998.1829833984375,1.4894843101501465,2229.6806640625,3,290,1687171774.9934275,50.289825439453125,608.1199340820312,2269.85693359375,434.4364244937897,822.6370849609375,159.35568237304688,2226.874267578125,lgp,mu+lambda,reward,hopper,3,29000,2269.85693359375,2229.6806640625,2226.874267578125
291,291,391.8616943359375,1.4823769330978394,2255.24755859375,3,291,1687171776.4913363,56.40188980102539,556.9188842773438,2291.97119140625,435.9343333244324,830.6033935546875,113.76351165771484,2228.843505859375,lgp,mu+lambda,reward,hopper,3,29100,2291.97119140625,2255.24755859375,2228.843505859375
292,292,1017.71435546875,1.4631539583206177,2241.0673828125,3,292,1687171777.9699807,28.55829429626465,637.152587890625,2244.78564453125,437.4129776954651,883.0620727539062,90.81134033203125,2235.117919921875,lgp,mu+lambda,reward,hopper,3,29200,2244.78564453125,2241.0673828125,2235.117919921875
293,293,1013.897705078125,1.4489699602127075,2243.822265625,3,293,1687171779.43419,45.71310806274414,610.1254272460938,2257.5810546875,438.8771870136261,828.6895141601562,137.26754760742188,2223.858642578125,lgp,mu+lambda,reward,hopper,3,29300,2257.5810546875,2243.822265625,2223.858642578125
294,294,1011.1511840820312,1.4473605155944824,2244.030517578125,3,294,1687171780.8959138,60.814971923828125,656.057861328125,2329.275390625,440.3389108181,862.305419921875,112.4361572265625,2238.070068359375,lgp,mu+lambda,reward,hopper,3,29400,2329.275390625,2244.030517578125,2238.070068359375
295,295,1004.9253540039062,1.4412107467651367,2334.027587890625,3,295,1687171782.3531199,52.13554382324219,666.835693359375,2336.742919921875,441.79611682891846,846.375,132.8145751953125,2238.595458984375,lgp,mu+lambda,reward,hopper,3,29500,2336.742919921875,2334.027587890625,2238.595458984375
296,296,1002.3541259765625,1.4378324747085571,2301.9765625,3,296,1687171783.8044858,63.21953582763672,672.0731201171875,2337.642822265625,443.24748277664185,855.0460205078125,202.07533264160156,2247.33154296875,lgp,mu+lambda,reward,hopper,3,29600,2337.642822265625,2301.9765625,2247.33154296875
297,297,993.3834838867188,1.4391887187957764,2208.999755859375,3,297,1687171785.2579706,44.40898513793945,630.3073120117188,2274.9443359375,444.7009675502777,820.1390991210938,141.21531677246094,2203.84130859375,lgp,mu+lambda,reward,hopper,3,29700,2274.9443359375,2208.999755859375,2203.84130859375
298,298,997.1281127929688,1.4342458248138428,2233.6513671875,3,298,1687171786.705684,54.83620071411133,619.3949584960938,2410.212646484375,446.14868092536926,821.9215698242188,142.72543334960938,2206.971923828125,lgp,mu+lambda,reward,hopper,3,29800,2410.212646484375,2233.6513671875,2206.971923828125
299,299,890.701416015625,1.4366389513015747,2218.0078125,3,299,1687171788.157348,44.94153594970703,587.7832641601562,2243.60791015625,447.6003448963165,843.7037353515625,107.10305786132812,2191.39013671875,lgp,mu+lambda,reward,hopper,3,29900,2243.60791015625,2218.0078125,2191.39013671875
300,300,998.520263671875,1.4333480596542358,2240.685546875,3,300,1687171789.604533,36.312740325927734,595.5281372070312,2368.623291015625,449.0475299358368,875.3328247070312,106.1785659790039,2229.635986328125,lgp,mu+lambda,reward,hopper,3,30000,2368.623291015625,2240.685546875,2229.635986328125
301,301,1006.7742919921875,1.431370496749878,2242.271240234375,3,301,1687171791.0494926,61.91642761230469,657.8201293945312,2253.047119140625,450.4924895763397,855.53076171875,134.40740966796875,2231.21875,lgp,mu+lambda,reward,hopper,3,30100,2253.047119140625,2242.271240234375,2231.21875
302,302,997.2481689453125,1.4284807443618774,2203.52197265625,3,302,1687171792.4914947,52.41122817993164,612.5007934570312,2212.2890625,451.9344916343689,832.1751708984375,118.20327758789062,2200.986572265625,lgp,mu+lambda,reward,hopper,3,30200,2212.2890625,2203.52197265625,2200.986572265625
303,303,760.474609375,1.430601716041565,2238.955322265625,3,303,1687171793.9352274,54.70295333862305,587.2718505859375,2397.068115234375,453.37822437286377,827.6873168945312,126.11334991455078,2227.06689453125,lgp,mu+lambda,reward,hopper,3,30300,2397.068115234375,2238.955322265625,2227.06689453125
304,304,1002.6854858398438,1.4286545515060425,2251.200439453125,3,304,1687171795.3774946,68.39056396484375,654.4266967773438,2252.166259765625,454.8204915523529,815.1351928710938,177.56973266601562,2221.7685546875,lgp,mu+lambda,reward,hopper,3,30400,2252.166259765625,2251.200439453125,2221.7685546875
305,305,997.6783447265625,1.429198980331421,2217.25341796875,3,305,1687171796.8204405,50.11839294433594,621.2938842773438,2295.345458984375,456.26343750953674,843.4238891601562,128.23782348632812,2216.181396484375,lgp,mu+lambda,reward,hopper,3,30500,2295.345458984375,2217.25341796875,2216.181396484375
306,306,990.4253540039062,1.4257608652114868,2200.561767578125,3,306,1687171798.2610865,54.509124755859375,549.743408203125,2221.175048828125,457.704083442688,828.6905517578125,98.2069091796875,2198.014892578125,lgp,mu+lambda,reward,hopper,3,30600,2221.175048828125,2200.561767578125,2198.014892578125
307,307,742.4290771484375,1.4269338846206665,2206.269775390625,3,307,1687171799.7047293,70.17976379394531,585.9899291992188,2216.28466796875,459.14772629737854,811.855224609375,159.92904663085938,2202.073974609375,lgp,mu+lambda,reward,hopper,3,30700,2216.28466796875,2206.269775390625,2202.073974609375
308,308,997.5894775390625,1.4261605739593506,2227.577392578125,3,308,1687171801.146911,52.88192367553711,628.0745239257812,2233.448974609375,460.5899078845978,853.6802368164062,126.21131134033203,2215.020751953125,lgp,mu+lambda,reward,hopper,3,30800,2233.448974609375,2227.577392578125,2215.020751953125
309,309,1001.2855224609375,1.4259616136550903,2224.76904296875,3,309,1687171802.5889149,52.0740852355957,-335.4416198730469,2229.597900390625,462.0319118499756,10053.7548828125,149.37832641601562,2211.682373046875,lgp,mu+lambda,reward,hopper,3,30900,2229.597900390625,2224.76904296875,2211.682373046875
310,310,999.5232543945312,1.42573082447052,2234.483642578125,3,310,1687171804.0300748,56.277809143066406,642.587646484375,2278.337890625,463.4730718135834,853.1830444335938,151.50628662109375,2219.09814453125,lgp,mu+lambda,reward,hopper,3,31000,2278.337890625,2234.483642578125,2219.09814453125
311,311,867.4431762695312,1.4254735708236694,2238.98828125,3,311,1687171805.4707026,40.343780517578125,579.1287231445312,2309.8896484375,464.9136996269226,836.271484375,115.55767822265625,2238.34814453125,lgp,mu+lambda,reward,hopper,3,31100,2309.8896484375,2238.98828125,2238.34814453125
312,312,997.36865234375,1.4239490032196045,2241.582275390625,3,312,1687171806.9121053,47.2662239074707,617.3177490234375,2254.197509765625,466.3551023006439,830.5337524414062,144.28201293945312,2240.926025390625,lgp,mu+lambda,reward,hopper,3,31200,2254.197509765625,2241.582275390625,2240.926025390625
313,313,988.265380859375,1.4273438453674316,2235.953125,3,313,1687171808.3546646,57.210479736328125,601.8616333007812,2244.70556640625,467.79766154289246,835.6065063476562,130.65725708007812,2209.17431640625,lgp,mu+lambda,reward,hopper,3,31300,2244.70556640625,2235.953125,2209.17431640625
314,314,777.3239135742188,1.4261512756347656,2189.70263671875,3,314,1687171809.7962072,61.42238998413086,606.4694213867188,2263.16796875,469.2392041683197,842.486328125,115.42535400390625,2173.819091796875,lgp,mu+lambda,reward,hopper,3,31400,2263.16796875,2189.70263671875,2173.819091796875
315,315,783.8652954101562,1.42751944065094,2222.311767578125,3,315,1687171811.2393434,51.454097747802734,577.9633178710938,2239.678466796875,470.68234038352966,837.18408203125,124.3978271484375,2207.153564453125,lgp,mu+lambda,reward,hopper,3,31500,2239.678466796875,2222.311767578125,2207.153564453125
316,316,1008.93896484375,1.422733187675476,2210.419189453125,3,316,1687171812.680139,48.95799255371094,657.5284423828125,2217.0205078125,472.1231360435486,863.42529296875,127.60676574707031,2202.319580078125,lgp,mu+lambda,reward,hopper,3,31600,2217.0205078125,2210.419189453125,2202.319580078125
317,317,1052.6949462890625,1.4237524271011353,2227.954833984375,3,317,1687171814.1209822,50.95695495605469,688.4322509765625,2237.995361328125,473.56397914886475,850.2110595703125,207.90386962890625,2226.566650390625,lgp,mu+lambda,reward,hopper,3,31700,2237.995361328125,2227.954833984375,2226.566650390625
318,318,990.784423828125,1.4224739074707031,2213.091552734375,3,318,1687171815.5601194,53.79731750488281,611.5733642578125,2222.838623046875,475.00311636924744,826.1116333007812,138.68487548828125,2190.182861328125,lgp,mu+lambda,reward,hopper,3,31800,2222.838623046875,2213.091552734375,2190.182861328125
319,319,991.6947631835938,1.4235254526138306,2218.7626953125,3,319,1687171817.0006106,43.72514343261719,559.433837890625,2221.566650390625,476.44360756874084,827.9841918945312,92.98757934570312,2217.463623046875,lgp,mu+lambda,reward,hopper,3,31900,2221.566650390625,2218.7626953125,2217.463623046875
320,320,1012.75244140625,1.4231568574905396,2240.060302734375,3,320,1687171818.4416573,53.04762268066406,654.6131591796875,2315.1181640625,477.88465428352356,843.1441040039062,154.90646362304688,2173.74462890625,lgp,mu+lambda,reward,hopper,3,32000,2315.1181640625,2240.060302734375,2173.74462890625
321,321,2065.09912109375,1.424250841140747,2234.508056640625,3,321,1687171819.8847933,45.42279052734375,705.6639404296875,2238.060791015625,479.32779026031494,917.3935546875,155.06680297851562,2211.123291015625,lgp,mu+lambda,reward,hopper,3,32100,2238.060791015625,2234.508056640625,2211.123291015625
322,322,1015.760009765625,1.4256682395935059,2221.51806640625,3,322,1687171821.3255424,41.49787139892578,637.9862060546875,2243.01318359375,480.76853942871094,873.382568359375,120.1465072631836,2216.394287109375,lgp,mu+lambda,reward,hopper,3,32200,2243.01318359375,2221.51806640625,2216.394287109375
323,323,732.0448608398438,1.427290678024292,2222.136962890625,3,323,1687171822.7686641,41.399688720703125,574.0842895507812,2224.406982421875,482.2116611003876,847.6185302734375,82.55459594726562,2216.9501953125,lgp,mu+lambda,reward,hopper,3,32300,2224.406982421875,2222.136962890625,2216.9501953125
324,324,1330.2041015625,1.427018642425537,2226.112548828125,3,324,1687171824.2102368,55.00727844238281,678.5067138671875,2228.60595703125,483.6532337665558,874.252197265625,155.49281311035156,2217.960693359375,lgp,mu+lambda,reward,hopper,3,32400,2228.60595703125,2226.112548828125,2217.960693359375
325,325,1000.76318359375,1.4234848022460938,2224.85693359375,3,325,1687171825.651554,61.23556900024414,624.3295288085938,2236.1796875,485.0945510864258,837.8352661132812,131.14431762695312,2207.926513671875,lgp,mu+lambda,reward,hopper,3,32500,2236.1796875,2224.85693359375,2207.926513671875
326,326,1004.5089721679688,1.422236442565918,2237.257568359375,3,326,1687171827.0919771,54.574806213378906,629.4150390625,2293.056640625,486.53497409820557,841.728515625,131.48004150390625,2233.783447265625,lgp,mu+lambda,reward,hopper,3,32600,2293.056640625,2237.257568359375,2233.783447265625
327,327,991.9847412109375,1.4208325147628784,2198.3515625,3,327,1687171828.530567,46.74480438232422,600.3896484375,2202.573974609375,487.97356390953064,828.2081909179688,118.80963134765625,2196.004150390625,lgp,mu+lambda,reward,hopper,3,32700,2202.573974609375,2198.3515625,2196.004150390625
328,328,806.50390625,1.4246503114700317,2220.98291015625,3,328,1687171829.968869,58.201114654541016,575.109619140625,2227.531005859375,489.41186594963074,839.8704223632812,120.15792846679688,2211.90087890625,lgp,mu+lambda,reward,hopper,3,32800,2227.531005859375,2220.98291015625,2211.90087890625
329,329,1003.2703857421875,1.4238433837890625,2265.90576171875,3,329,1687171831.4091802,66.3890609741211,667.0241088867188,2369.195068359375,490.8521771430969,850.0448608398438,190.32188415527344,2231.39990234375,lgp,mu+lambda,reward,hopper,3,32900,2369.195068359375,2265.90576171875,2231.39990234375
330,330,1001.318115234375,1.4255470037460327,2252.396728515625,3,330,1687171832.849417,53.771141052246094,660.224853515625,2351.900146484375,492.29241394996643,841.6793212890625,166.17501831054688,2244.679931640625,lgp,mu+lambda,reward,hopper,3,33000,2351.900146484375,2252.396728515625,2244.679931640625
331,331,999.8621826171875,1.424149990081787,2233.722412109375,3,331,1687171834.28947,55.873680114746094,627.6290283203125,2253.765625,493.73246693611145,840.2394409179688,120.96368408203125,2222.05224609375,lgp,mu+lambda,reward,hopper,3,33100,2253.765625,2233.722412109375,2222.05224609375
332,332,1002.1217041015625,1.423433542251587,2326.34814453125,3,332,1687171835.72742,40.91016387939453,623.3495483398438,2329.7939453125,495.1704170703888,845.5220336914062,133.73126220703125,2297.150634765625,lgp,mu+lambda,reward,hopper,3,33200,2329.7939453125,2326.34814453125,2297.150634765625
333,333,999.2401733398438,1.424208402633667,2231.11865234375,3,333,1687171837.1664321,43.59228515625,642.1975708007812,2253.48876953125,496.60942912101746,844.181640625,121.30551147460938,2220.396240234375,lgp,mu+lambda,reward,hopper,3,33300,2253.48876953125,2231.11865234375,2220.396240234375
334,334,993.634765625,1.4256750345230103,2228.037109375,3,334,1687171838.606533,52.60559844970703,566.48046875,2279.866943359375,498.0495300292969,850.109619140625,96.77214050292969,2209.44873046875,lgp,mu+lambda,reward,hopper,3,33400,2279.866943359375,2228.037109375,2209.44873046875
335,335,1005.7368774414062,1.4225077629089355,2330.78759765625,3,335,1687171840.0453959,43.381736755371094,631.1897583007812,2382.4990234375,499.488392829895,884.7669067382812,87.53568267822266,2261.4853515625,lgp,mu+lambda,reward,hopper,3,33500,2382.4990234375,2330.78759765625,2261.4853515625
336,336,1129.0992431640625,1.4235339164733887,2303.043212890625,3,336,1687171841.4834547,46.413856506347656,654.3389892578125,2380.4306640625,500.92645168304443,893.4909057617188,97.03439331054688,2300.6494140625,lgp,mu+lambda,reward,hopper,3,33600,2380.4306640625,2303.043212890625,2300.6494140625
337,337,997.3743896484375,1.4234881401062012,2317.412841796875,3,337,1687171842.9226646,39.388755798339844,583.4013671875,2384.103515625,502.36566162109375,838.4853515625,113.66262817382812,2317.39111328125,lgp,mu+lambda,reward,hopper,3,33700,2384.103515625,2317.412841796875,2317.39111328125
338,338,990.2180786132812,1.4215186834335327,2312.88525390625,3,338,1687171844.361655,49.580989837646484,589.4087524414062,2349.881591796875,503.8046519756317,828.4467163085938,129.5207061767578,2278.6103515625,lgp,mu+lambda,reward,hopper,3,33800,2349.881591796875,2312.88525390625,2278.6103515625
339,339,1004.814453125,1.4238839149475098,2338.071533203125,3,339,1687171845.8029742,40.615211486816406,631.4273071289062,2384.265380859375,505.24597120285034,907.7312622070312,84.27964782714844,2324.05322265625,lgp,mu+lambda,reward,hopper,3,33900,2384.265380859375,2338.071533203125,2324.05322265625
340,340,1015.3363647460938,1.4228508472442627,2270.143310546875,3,340,1687171847.2442324,42.36986541748047,644.10546875,2320.89892578125,506.6872293949127,862.718994140625,135.0760498046875,2264.3408203125,lgp,mu+lambda,reward,hopper,3,34000,2320.89892578125,2270.143310546875,2264.3408203125
341,341,696.4637451171875,1.4233894348144531,2289.040283203125,3,341,1687171848.6853447,57.31315612792969,572.6380615234375,2308.582275390625,508.1283416748047,826.8088989257812,114.6199951171875,2286.99951171875,lgp,mu+lambda,reward,hopper,3,34100,2308.582275390625,2289.040283203125,2286.99951171875
342,342,802.5030517578125,1.4217747449874878,2313.04296875,3,342,1687171850.122441,48.299842834472656,618.0733642578125,2382.14892578125,509.56543803215027,846.093017578125,171.27914428710938,2311.12109375,lgp,mu+lambda,reward,hopper,3,34200,2382.14892578125,2313.04296875,2311.12109375
343,343,998.3331909179688,1.422574758529663,2323.019287109375,3,343,1687171851.5614858,44.407691955566406,653.8509521484375,2371.582763671875,511.00448274612427,875.8428955078125,108.99129486083984,2292.1318359375,lgp,mu+lambda,reward,hopper,3,34300,2371.582763671875,2323.019287109375,2292.1318359375
344,344,1002.7864990234375,1.4220685958862305,2296.27734375,3,344,1687171852.999216,48.29431915283203,660.1708374023438,2308.22216796875,512.4422130584717,857.9835815429688,126.52040100097656,2296.271728515625,lgp,mu+lambda,reward,hopper,3,34400,2308.22216796875,2296.27734375,2296.271728515625
345,345,860.313720703125,1.4224294424057007,2269.852783203125,3,345,1687171854.4393213,63.34551239013672,582.5390014648438,2311.939453125,513.8823182582855,833.734619140625,127.54649353027344,2264.5185546875,lgp,mu+lambda,reward,hopper,3,34500,2311.939453125,2269.852783203125,2264.5185546875
346,346,890.7882080078125,1.422581672668457,2292.878662109375,3,346,1687171855.8798037,35.06660842895508,589.3764038085938,2295.009033203125,515.3228006362915,849.0528564453125,104.93135833740234,2266.430908203125,lgp,mu+lambda,reward,hopper,3,34600,2295.009033203125,2292.878662109375,2266.430908203125
347,347,948.8048706054688,1.4213467836380005,2305.44873046875,3,347,1687171857.318351,49.76815414428711,619.8605346679688,2309.02490234375,516.7613480091095,865.48583984375,144.50128173828125,2304.71240234375,lgp,mu+lambda,reward,hopper,3,34700,2309.02490234375,2305.44873046875,2304.71240234375
348,348,438.22869873046875,1.419271469116211,2319.636474609375,3,348,1687171858.7554436,36.46756362915039,575.822509765625,2342.72607421875,518.1984405517578,855.029052734375,115.02769470214844,2270.717041015625,lgp,mu+lambda,reward,hopper,3,34800,2342.72607421875,2319.636474609375,2270.717041015625
349,349,1004.9091186523438,1.4223361015319824,2267.038818359375,3,349,1687171860.1942835,46.66386795043945,660.5538330078125,2321.0576171875,519.6372804641724,891.816162109375,103.65058898925781,2260.12744140625,lgp,mu+lambda,reward,hopper,3,34900,2321.0576171875,2267.038818359375,2260.12744140625
350,350,998.3619995117188,1.420860767364502,2256.40283203125,3,350,1687171861.6312466,46.316856384277344,641.0669555664062,2288.65673828125,521.0742435455322,855.0964965820312,100.53208923339844,2246.552734375,lgp,mu+lambda,reward,hopper,3,35000,2288.65673828125,2256.40283203125,2246.552734375
351,351,998.6250610351562,1.4220592975616455,2293.0166015625,3,351,1687171863.0713718,46.409210205078125,631.550048828125,2300.692138671875,522.5143687725067,847.689453125,178.81103515625,2282.600341796875,lgp,mu+lambda,reward,hopper,3,35100,2300.692138671875,2293.0166015625,2282.600341796875
352,352,1009.8672485351562,1.4238812923431396,2295.902099609375,3,352,1687171864.5110242,51.57453155517578,628.8349609375,2356.001708984375,523.9540212154388,868.7269897460938,118.54802703857422,2279.88330078125,lgp,mu+lambda,reward,hopper,3,35200,2356.001708984375,2295.902099609375,2279.88330078125
353,353,993.9374389648438,1.4223315715789795,2269.244140625,3,353,1687171865.950677,34.77157211303711,598.1995849609375,2270.443115234375,525.3936738967896,860.7938232421875,94.7001953125,2262.8818359375,lgp,mu+lambda,reward,hopper,3,35300,2270.443115234375,2269.244140625,2262.8818359375
354,354,996.4085693359375,1.4223021268844604,2295.800048828125,3,354,1687171867.3889637,33.911590576171875,591.322265625,2368.779052734375,526.8319606781006,850.0867919921875,102.54695892333984,2227.504638671875,lgp,mu+lambda,reward,hopper,3,35400,2368.779052734375,2295.800048828125,2227.504638671875
355,355,463.111572265625,1.4238815307617188,2242.68408203125,3,355,1687171868.8276753,31.647899627685547,563.8818969726562,2265.31884765625,528.2706723213196,864.3613891601562,85.07858276367188,2238.703369140625,lgp,mu+lambda,reward,hopper,3,35500,2265.31884765625,2242.68408203125,2238.703369140625
356,356,1081.424560546875,1.4236537218093872,2284.115966796875,3,356,1687171870.2667193,35.02384567260742,649.328125,2305.233154296875,529.7097163200378,904.9892578125,117.28271484375,2269.12255859375,lgp,mu+lambda,reward,hopper,3,35600,2305.233154296875,2284.115966796875,2269.12255859375
