,training.generation,training.run_id,training.fitness_1q,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,training.fitness_3q,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_1_fit,training.fitness_median,training.top_k_fit.top_2_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,_step,_runtime,_timestamp,training.fitness_std,solver,ea,fitness,environment,seed,training.evaluation
247,247,2,24.462535858154297,46.48074722290039,535.7493286132812,-0.0014258805895224214,13.565163612365723,17.07468605041504,45.085811614990234,4.067939758300781,45.0742301940918,624.8821411132812,328.3384704589844,247,4279.082739830017,1687568074.4926908,17.494369506835938,cgp-large,mu+lambda,distance,ant,2,24700
248,248,2,26.093238830566406,45.843631744384766,474.07489013671875,-0.0009030766668729484,12.294404029846191,17.09650230407715,44.695526123046875,1.8176014423370361,44.451210021972656,536.2833862304688,522.1201782226562,248,4296.197585344315,1687568091.6075363,17.465091705322266,cgp-large,mu+lambda,distance,ant,2,24800
249,249,2,15.377713203430176,45.571372985839844,520.8613891601562,-0.03472939878702164,11.860774040222168,17.05117416381836,45.21528625488281,3.384385585784912,44.9731559753418,345.8158874511719,516.1307373046875,249,4313.267432451248,1687568108.6773834,17.01645851135254,cgp-large,mu+lambda,distance,ant,2,24900
250,250,2,26.039264678955078,45.254703521728516,398.9130859375,-0.031252115964889526,13.09781265258789,17.1069278717041,45.2526969909668,2.7766668796539307,45.181724548339844,384.31011962890625,240.5618896484375,250,4330.392968177795,1687568125.8029191,17.605558395385742,cgp-large,mu+lambda,distance,ant,2,25000
251,251,2,28.22818374633789,46.76993179321289,614.4498901367188,-0.006153369788080454,13.01789379119873,17.146217346191406,45.04682159423828,2.038478374481201,44.98724365234375,509.98443603515625,343.2372741699219,251,4347.557572841644,1687568142.9675238,18.01171875,cgp-large,mu+lambda,distance,ant,2,25100
252,252,2,24.945850372314453,45.722755432128906,381.6048278808594,0.01307698618620634,13.254894256591797,17.082653045654297,45.141719818115234,3.736380100250244,45.076751708984375,371.4566345214844,362.71923828125,252,4364.659957170486,1687568160.0699081,17.560161590576172,cgp-large,mu+lambda,distance,ant,2,25200
253,253,2,18.799358367919922,45.70458221435547,376.2616882324219,-0.08448930084705353,11.659333229064941,17.19723892211914,45.4192008972168,1.1475152969360352,45.398807525634766,470.615478515625,472.5436706542969,253,4381.875887870789,1687568177.2858388,17.781082153320312,cgp-large,mu+lambda,distance,ant,2,25300
254,254,2,19.703125,45.27353286743164,312.9846496582031,-0.04460945725440979,12.223249435424805,17.064123153686523,45.08776092529297,1.5065522193908691,44.8573112487793,311.9524230957031,395.9742736816406,254,4398.95728802681,1687568194.367239,17.47633934020996,cgp-large,mu+lambda,distance,ant,2,25400
255,255,2,25.053014755249023,45.8516960144043,269.933837890625,-0.023590315133333206,12.861085891723633,17.126264572143555,45.493839263916016,2.1395928859710693,45.20841979980469,461.5181579589844,235.01637268066406,255,4416.103205680847,1687568211.5131567,18.207426071166992,cgp-large,mu+lambda,distance,ant,2,25500
256,256,2,21.543001174926758,45.766727447509766,601.4766235351562,0.011660458520054817,12.027299880981445,17.298564910888672,45.14565658569336,1.8848297595977783,44.90891647338867,598.1648559570312,606.7774047851562,256,4433.419995069504,1687568228.829946,17.495439529418945,cgp-large,mu+lambda,distance,ant,2,25600
257,257,2,16.777671813964844,45.713687896728516,610.4595947265625,-0.034369759261608124,11.78046703338623,17.34885025024414,45.347042083740234,1.9951715469360352,45.20246124267578,546.4796752929688,467.0145263671875,257,4450.787890672684,1687568246.1978416,17.537500381469727,cgp-large,mu+lambda,distance,ant,2,25700
258,258,2,12.097261428833008,45.48325729370117,303.4927062988281,-0.019804593175649643,10.780471801757812,17.302852630615234,45.30495071411133,0.9861928224563599,45.29108810424805,511.31207275390625,609.870849609375,258,4468.110056400299,1687568263.5200074,17.393543243408203,cgp-large,mu+lambda,distance,ant,2,25800
259,259,2,27.77060317993164,46.45555114746094,368.56890869140625,-0.0014137780526652932,13.524721145629883,17.37326431274414,45.9491081237793,2.7122206687927246,45.506317138671875,510.50537109375,399.76275634765625,259,4485.5020403862,1687568280.9119914,18.294754028320312,cgp-large,mu+lambda,distance,ant,2,25900
260,260,2,28.715543746948242,45.22236633300781,581.3831787109375,0.08386491239070892,13.613548278808594,17.308481216430664,45.08240509033203,2.572658061981201,44.95643997192383,359.8585510253906,568.9505615234375,260,4502.8280646800995,1687568298.2380157,17.619552612304688,cgp-large,mu+lambda,distance,ant,2,26000
261,261,2,26.583349227905273,45.43173599243164,354.41351318359375,-0.01949545368552208,12.989578247070312,17.065227508544922,44.954994201660156,2.359083652496338,44.94755172729492,481.1246643066406,579.460693359375,261,4519.912122964859,1687568315.322074,17.97882652282715,cgp-large,mu+lambda,distance,ant,2,26100
262,262,2,12.929210662841797,45.93502426147461,323.5793151855469,-0.02344839833676815,11.752341270446777,17.076282501220703,45.367469787597656,2.8605756759643555,45.15732955932617,329.206787109375,345.2430725097656,262,4537.006803274155,1687568332.4167542,17.2902774810791,cgp-large,mu+lambda,distance,ant,2,26200
263,263,2,20.62461280822754,45.54908752441406,579.2415161132812,0.0009965995559468865,12.05302906036377,17.095712661743164,45.490909576416016,0.9541165828704834,45.47531509399414,595.2578125,603.0895385742188,263,4554.120816707611,1687568349.5307677,17.946292877197266,cgp-large,mu+lambda,distance,ant,2,26300
264,264,2,18.84781265258789,45.699180603027344,511.423583984375,0.04488423839211464,12.621319770812988,17.08990478515625,45.15031051635742,3.053901195526123,44.85380935668945,622.8992919921875,313.7821350097656,264,4571.23005604744,1687568366.640007,17.345661163330078,cgp-large,mu+lambda,distance,ant,2,26400
265,265,2,27.477886199951172,46.293251037597656,584.7225952148438,-0.0014092542696744204,13.821639060974121,17.1248836517334,45.32464599609375,4.232507705688477,45.27194595336914,599.4157104492188,335.8074951171875,265,4588.3730256557465,1687568383.7829766,17.499736785888672,cgp-large,mu+lambda,distance,ant,2,26500
266,266,2,27.879520416259766,46.27534484863281,230.48147583007812,0.04359991103410721,13.583426475524902,17.1840877532959,45.355167388916016,2.720545530319214,45.13389587402344,220.82498168945312,605.4049682617188,266,4605.575555562973,1687568400.9855065,17.644893646240234,cgp-large,mu+lambda,distance,ant,2,26600
267,267,2,27.276351928710938,45.800994873046875,606.8966674804688,-0.04212454706430435,12.797210693359375,17.18273162841797,45.72939682006836,2.026902675628662,45.26276779174805,374.3175048828125,421.0398864746094,267,4622.776478767395,1687568418.1864297,18.3129825592041,cgp-large,mu+lambda,distance,ant,2,26700
268,268,2,22.437427520751953,46.781532287597656,262.9988098144531,-0.039632875472307205,11.921545028686523,17.188419342041016,46.5481071472168,0.7552730441093445,45.886653900146484,330.6818542480469,327.3114929199219,268,4639.983011484146,1687568435.3929625,18.07350730895996,cgp-large,mu+lambda,distance,ant,2,26800
269,269,2,27.158231735229492,45.84821319580078,725.5177612304688,-0.014895937405526638,12.453372955322266,17.096975326538086,45.643165588378906,1.819583535194397,45.43711853027344,545.8768920898438,754.9092407226562,269,4657.098352193832,1687568452.5083032,17.962059020996094,cgp-large,mu+lambda,distance,ant,2,26900
270,270,2,19.218212127685547,45.502296447753906,611.2828369140625,0.025794826447963715,12.623615264892578,17.08820152282715,45.37083435058594,2.244788646697998,45.12559509277344,509.0192565917969,574.279541015625,270,4674.208158493042,1687568469.6181095,17.593290328979492,cgp-large,mu+lambda,distance,ant,2,27000
271,271,2,14.960411071777344,46.08953857421875,304.8468933105469,-0.029875190928578377,11.596304893493652,17.0654239654541,45.83216094970703,1.4056546688079834,45.18583297729492,341.1544189453125,329.8490295410156,271,4691.302868843079,1687568486.7128198,17.569412231445312,cgp-large,mu+lambda,distance,ant,2,27100
272,272,2,22.96150779724121,46.00468826293945,599.6755981445312,-0.001387457363307476,12.707951545715332,17.03270721435547,45.63939666748047,1.2914175987243652,45.238914489746094,328.5084228515625,321.26123046875,272,4708.359876155853,1687568503.7698271,17.97234344482422,cgp-large,mu+lambda,distance,ant,2,27200
273,273,2,27.03231430053711,45.32746887207031,315.3785095214844,-0.0019466690719127655,13.192610740661621,17.369787216186523,45.20346450805664,2.9134302139282227,45.17644500732422,558.28173828125,321.010498046875,273,4725.746775388718,1687568521.1567264,18.03097915649414,cgp-large,mu+lambda,distance,ant,2,27300
274,274,2,24.974485397338867,46.27295684814453,444.8019714355469,0.020733511075377464,13.500336647033691,17.03620719909668,45.38672637939453,3.471266984939575,45.232452392578125,445.7149963378906,266.8663024902344,274,4742.800328493118,1687568538.2102795,17.680591583251953,cgp-large,mu+lambda,distance,ant,2,27400
275,275,2,27.348026275634766,45.85108947753906,344.28265380859375,-0.06321043521165848,11.68708324432373,17.156877517700195,45.450706481933594,1.3145864009857178,45.384246826171875,484.6907653808594,757.1542358398438,275,4760.021420955658,1687568555.431372,17.816221237182617,cgp-large,mu+lambda,distance,ant,2,27500
276,276,2,23.496753692626953,45.4613151550293,576.4449462890625,-0.0016522780060768127,12.620466232299805,17.247339248657227,45.22050857543945,1.4664720296859741,45.1865348815918,517.9559326171875,486.3860168457031,276,4777.295385122299,1687568572.705336,17.842445373535156,cgp-large,mu+lambda,distance,ant,2,27600
277,277,2,20.731821060180664,46.16740417480469,572.5348510742188,0.031586818397045135,12.838799476623535,17.188344955444336,45.37080001831055,3.437065839767456,45.308311462402344,612.5089721679688,568.5862426757812,277,4794.516840696335,1687568589.9267917,17.400104522705078,cgp-large,mu+lambda,distance,ant,2,27700
278,278,2,16.294878005981445,45.69569778442383,492.6133728027344,-0.000600622792262584,12.002179145812988,17.180479049682617,45.37309265136719,1.4659874439239502,45.33107376098633,521.9887084960938,656.3782348632812,278,4811.713854789734,1687568607.1238058,17.823768615722656,cgp-large,mu+lambda,distance,ant,2,27800
279,279,2,16.216224670410156,45.81816482543945,546.6829833984375,-0.040962494909763336,11.779098510742188,17.313201904296875,45.30402755737305,2.2136950492858887,45.172977447509766,602.2542114257812,560.2318725585938,279,4829.043778657913,1687568624.4537296,18.03083038330078,cgp-large,mu+lambda,distance,ant,2,27900
280,280,2,18.86734390258789,46.151493072509766,588.1925048828125,-0.027524102479219437,11.920271873474121,17.32593536376953,45.65406036376953,1.2295552492141724,45.50918960571289,608.9901733398438,555.110107421875,280,4846.3871467113495,1687568641.7970977,17.82552146911621,cgp-large,mu+lambda,distance,ant,2,28000
281,281,2,17.39896583557129,45.55958557128906,661.0411987304688,-0.010411243885755539,11.621200561523438,17.30576515197754,45.18482208251953,1.616830825805664,45.015769958496094,713.7701416015625,721.0714721679688,281,4863.710097551346,1687568659.1200485,17.25769805908203,cgp-large,mu+lambda,distance,ant,2,28100
282,282,2,16.366365432739258,45.74403381347656,620.5393676757812,0.012623989023268223,11.885512351989746,17.315584182739258,45.544525146484375,2.1502742767333984,45.383941650390625,623.4461059570312,569.9467163085938,282,4881.0433168411255,1687568676.4532678,17.406898498535156,cgp-large,mu+lambda,distance,ant,2,28200
283,283,2,23.207809448242188,45.49457931518555,325.3059387207031,-0.02745979279279709,12.522257804870605,17.34251594543457,45.491127014160156,1.112847089767456,45.08533477783203,305.4935302734375,573.9246215820312,283,4898.402647972107,1687568693.812599,17.986820220947266,cgp-large,mu+lambda,distance,ant,2,28300
284,284,2,25.558704376220703,45.865604400634766,297.29986572265625,0.04084262251853943,13.185256004333496,17.32979965209961,45.72953796386719,2.552314281463623,45.312198638916016,291.1571960449219,591.2275390625,284,4915.74960398674,1687568711.159555,17.747514724731445,cgp-large,mu+lambda,distance,ant,2,28400
285,285,2,24.252742767333984,46.33850860595703,602.998291015625,0.01704825833439827,12.613786697387695,17.347911834716797,45.818206787109375,2.528991460800171,45.41231155395508,618.7108154296875,348.25201416015625,285,4933.114490747452,1687568728.5244417,17.54608917236328,cgp-large,mu+lambda,distance,ant,2,28500
286,286,2,23.542451858520508,46.242679595947266,757.2575073242188,-0.009136460721492767,13.06060791015625,17.342260360717773,45.843040466308594,2.3522262573242188,45.534400939941406,752.3084716796875,568.1087646484375,286,4950.473354101181,1687568745.883305,17.98200225830078,cgp-large,mu+lambda,distance,ant,2,28600
287,287,2,26.88932228088379,46.082733154296875,600.8475341796875,0.034240007400512695,13.516584396362305,17.318675994873047,45.55952453613281,3.244208812713623,45.48588180541992,589.9947509765625,583.0383911132812,287,4967.809775114059,1687568763.219726,17.875898361206055,cgp-large,mu+lambda,distance,ant,2,28700
288,288,2,28.332752227783203,46.108375549316406,735.5974731445312,0.009657836519181728,13.272467613220215,17.32361602783203,45.96420669555664,2.555877208709717,45.587310791015625,728.33740234375,723.9600830078125,288,4985.151058673859,1687568780.5610096,17.936660766601562,cgp-large,mu+lambda,distance,ant,2,28800
289,289,2,25.27376937866211,45.98995590209961,584.8936157226562,-0.004627966322004795,13.232414245605469,17.307289123535156,45.69207763671875,2.327609062194824,45.3838996887207,611.728515625,529.4441528320312,289,5002.476055383682,1687568797.8860064,17.760984420776367,cgp-large,mu+lambda,distance,ant,2,28900
290,290,2,26.42953109741211,46.70423126220703,636.7125244140625,-0.0006964678759686649,13.932717323303223,17.161006927490234,46.28826141357422,3.231147050857544,45.84450912475586,610.8504028320312,584.6798706054688,290,5019.654050588608,1687568815.0640016,17.68484115600586,cgp-large,mu+lambda,distance,ant,2,29000
291,291,2,23.120162963867188,45.242000579833984,585.228271484375,-0.0015752671752125025,12.311309814453125,17.085269927978516,44.95036315917969,1.0705968141555786,44.811893463134766,577.115234375,552.8197631835938,291,5036.7572565078735,1687568832.1672075,18.187896728515625,cgp-large,mu+lambda,distance,ant,2,29100
292,292,2,26.800617218017578,46.06169128417969,584.0960083007812,-0.027198150753974915,13.053398132324219,17.103534698486328,45.45863342285156,1.6426177024841309,45.34097671508789,483.8843994140625,542.9306640625,292,5053.878271818161,1687568849.2882228,17.932891845703125,cgp-large,mu+lambda,distance,ant,2,29200
293,293,2,22.293312072753906,45.90515899658203,615.5767211914062,0.03619055822491646,12.13250732421875,17.13277816772461,45.31258773803711,1.6737240552902222,44.928470611572266,573.8613891601562,553.1681518554688,293,5071.029673814774,1687568866.4396248,17.689300537109375,cgp-large,mu+lambda,distance,ant,2,29300
294,294,2,18.294879913330078,46.040771484375,554.4231567382812,0.00574355386197567,12.256766319274902,17.037389755249023,45.60110855102539,2.8217291831970215,45.31020736694336,593.9801025390625,608.7285766601562,294,5088.0852863788605,1687568883.4952374,17.60932159423828,cgp-large,mu+lambda,distance,ant,2,29400
295,295,2,17.285812377929688,46.22674560546875,597.4222412109375,-0.010395081713795662,12.221941947937012,17.0366153717041,45.79203414916992,2.2903482913970947,45.66791534423828,635.5648193359375,591.4719848632812,295,5105.139997005463,1687568900.549948,17.566974639892578,cgp-large,mu+lambda,distance,ant,2,29500
296,296,2,15.407404899597168,46.03969955444336,625.0730590820312,-0.009582665748894215,11.306180953979492,17.147432327270508,45.5313835144043,0.8202572464942932,45.177734375,590.3517456054688,564.9390869140625,296,5122.305027484894,1687568917.7149785,17.558156967163086,cgp-large,mu+lambda,distance,ant,2,29600
297,297,2,11.44522762298584,45.90073013305664,588.4483642578125,0.012979154475033283,12.009236335754395,17.1771240234375,45.730281829833984,3.1936392784118652,45.293453216552734,551.39794921875,596.1182250976562,297,5139.498808383942,1687568934.9087594,17.545902252197266,cgp-large,mu+lambda,distance,ant,2,29700
298,298,2,18.710311889648438,46.18751525878906,559.6097412109375,0.03657165914773941,12.187667846679688,17.036540985107422,45.82597732543945,1.7063462734222412,45.4858283996582,472.669189453125,609.3206787109375,298,5156.552830457687,1687568951.9627814,17.949304580688477,cgp-large,mu+lambda,distance,ant,2,29800
299,299,2,20.125381469726562,46.147308349609375,615.0870361328125,-0.027077065780758858,12.164521217346191,17.294307708740234,46.01141357421875,1.8465628623962402,45.773502349853516,612.018798828125,616.349853515625,299,5173.867639303207,1687568969.2775903,17.709720611572266,cgp-large,mu+lambda,distance,ant,2,29900
300,300,2,19.173444747924805,45.98112869262695,734.9052124023438,0.07000578939914703,12.087228775024414,17.27345848083496,45.88642501831055,2.0703415870666504,45.493255615234375,735.7122192382812,716.9464721679688,300,5191.16921544075,1687568986.5791664,17.503292083740234,cgp-large,mu+lambda,distance,ant,2,30000
301,301,2,19.540943145751953,45.79914474487305,598.8209838867188,0.013249549083411694,12.370162963867188,17.29298973083496,45.78276824951172,2.802995443344116,45.20323944091797,602.3585205078125,365.7671203613281,301,5208.507057905197,1687569003.9170089,17.6956729888916,cgp-large,mu+lambda,distance,ant,2,30100
302,302,2,10.775044441223145,45.9472770690918,584.2575073242188,-0.0008472843328490853,11.111821174621582,17.320331573486328,45.60744094848633,1.287363052368164,45.523597717285156,753.0160522460938,607.7669677734375,302,5225.8630194664,1687569021.2729704,17.59247398376465,cgp-large,mu+lambda,distance,ant,2,30200
303,303,2,11.966071128845215,45.57744598388672,515.6189575195312,0.03873218595981598,11.211213111877441,17.276111602783203,45.37696075439453,1.735062837600708,45.31955337524414,561.9183349609375,593.0192260742188,303,5243.169729471207,1687569038.5796804,17.29342269897461,cgp-large,mu+lambda,distance,ant,2,30300
304,304,2,21.04071807861328,46.77985382080078,614.0123901367188,-0.05965887010097504,12.11917781829834,17.17035484313965,45.369224548339844,1.5920476913452148,45.340824127197266,597.1259155273438,548.317626953125,304,5260.395601987839,1687569055.805553,18.132116317749023,cgp-large,mu+lambda,distance,ant,2,30400
305,305,2,20.992950439453125,45.8941650390625,520.3115234375,-0.052060436457395554,12.049059867858887,17.257593154907227,45.576438903808594,1.9274449348449707,45.55836868286133,575.2191772460938,578.72705078125,305,5277.6988389492035,1687569073.10879,17.635133743286133,cgp-large,mu+lambda,distance,ant,2,30500
306,306,2,24.66814613342285,46.1271858215332,580.4866333007812,0.05688776820898056,12.656339645385742,17.2838191986084,45.760643005371094,1.5527915954589844,45.26660919189453,588.0919799804688,584.5927124023438,306,5295.027684211731,1687569090.4376352,18.10250473022461,cgp-large,mu+lambda,distance,ant,2,30600
307,307,2,20.510011672973633,45.8498420715332,574.655517578125,-0.012478692457079887,11.91297721862793,17.30762481689453,45.49049758911133,1.3700778484344482,45.4423713684082,587.3073120117188,575.8222045898438,307,5312.379881620407,1687569107.7898326,17.601444244384766,cgp-large,mu+lambda,distance,ant,2,30700
308,308,2,26.640621185302734,46.215576171875,589.1874389648438,0.028862707316875458,12.461691856384277,17.303192138671875,45.48462677001953,1.5751688480377197,45.4792366027832,575.1941528320312,588.0177001953125,308,5329.726286888123,1687569125.1362379,18.171043395996094,cgp-large,mu+lambda,distance,ant,2,30800
309,309,2,22.100419998168945,45.956382751464844,586.5631103515625,-0.02016315422952175,11.96294116973877,17.256641387939453,45.93510818481445,0.5021229386329651,45.853206634521484,597.7442626953125,568.1007080078125,309,5347.0151035785675,1687569142.4250546,17.986129760742188,cgp-large,mu+lambda,distance,ant,2,30900
310,310,2,17.35867691040039,46.07630157470703,610.9765625,-0.00780328968539834,11.913017272949219,17.274246215820312,45.49699020385742,2.276642322540283,45.3978157043457,594.947509765625,592.3378295898438,310,5364.308883666992,1687569159.7188346,17.285463333129883,cgp-large,mu+lambda,distance,ant,2,31000
311,311,2,25.37392234802246,46.1471061706543,572.3369750976562,-0.00020080200920347124,12.157925605773926,17.282609939575195,45.843746185302734,0.893316388130188,45.433475494384766,592.4059448242188,568.7103881835938,311,5381.611360549927,1687569177.0213115,17.78289031982422,cgp-large,mu+lambda,distance,ant,2,31100
312,312,2,20.726999282836914,46.51351547241211,602.5390014648438,0.001673790393397212,12.816462516784668,17.314678192138672,45.685794830322266,3.5190420150756836,45.63273620605469,559.8560791015625,596.598388671875,312,5398.946583271027,1687569194.3565342,17.45977210998535,cgp-large,mu+lambda,distance,ant,2,31200
313,313,2,13.202096939086914,45.91590118408203,580.9107055664062,-0.02151823416352272,11.10330867767334,17.331390380859375,45.379364013671875,0.5099296569824219,45.21781539916992,569.7140502929688,565.1888427734375,313,5416.297471046448,1687569211.707422,17.40652084350586,cgp-large,mu+lambda,distance,ant,2,31300
314,314,2,17.687519073486328,46.1722526550293,582.6375122070312,-0.0017083960119634867,11.642792701721191,17.296825408935547,46.062599182128906,2.6253936290740967,45.92620849609375,526.1254272460938,538.6276245117188,314,5433.621412038803,1687569229.031363,17.755905151367188,cgp-large,mu+lambda,distance,ant,2,31400
315,315,2,31.07294464111328,46.303497314453125,542.5850219726562,0.07909048348665237,13.384416580200195,17.314237594604492,45.950523376464844,2.2328388690948486,45.560089111328125,575.06884765625,579.7898559570312,315,5450.9592344760895,1687569246.3691854,18.01325035095215,cgp-large,mu+lambda,distance,ant,2,31500
316,316,2,23.071435928344727,46.072078704833984,726.8666381835938,0.010100623592734337,13.190369606018066,17.325714111328125,45.640953063964844,2.5978972911834717,45.62742233276367,754.7855224609375,746.9508056640625,316,5468.305488109589,1687569263.715439,17.852338790893555,cgp-large,mu+lambda,distance,ant,2,31600
317,317,2,14.854374885559082,46.39225387573242,576.3468627929688,0.02564268931746483,12.084858894348145,17.05024528503418,45.68018341064453,2.3482468128204346,45.60634994506836,560.9890747070312,551.7570190429688,317,5485.374711513519,1687569280.7846625,17.632732391357422,cgp-large,mu+lambda,distance,ant,2,31700
318,318,2,14.468926429748535,45.91538619995117,728.197265625,-0.057857029139995575,11.843972206115723,16.99724769592285,45.31683349609375,3.0530173778533936,45.18567657470703,700.5786743164062,602.0787353515625,318,5502.391079902649,1687569297.8010309,17.132251739501953,cgp-large,mu+lambda,distance,ant,2,31800
319,319,2,26.9281063079834,45.99576187133789,602.09619140625,0.05615032836794853,12.599140167236328,17.12797737121582,45.68150329589844,2.0509839057922363,45.31976318359375,570.448974609375,505.56689453125,319,5519.538595676422,1687569314.9485466,17.81791114807129,cgp-large,mu+lambda,distance,ant,2,31900
320,320,2,24.151491165161133,46.0505485534668,545.9553833007812,0.02196190506219864,13.154613494873047,17.036611557006836,45.913604736328125,2.6736693382263184,45.762760162353516,548.3720092773438,586.8036499023438,320,5536.5941433906555,1687569332.0040944,17.551965713500977,cgp-large,mu+lambda,distance,ant,2,32000
321,321,2,17.170063018798828,46.52104187011719,565.6400756835938,0.018400806933641434,12.086827278137207,17.032251358032227,45.93462371826172,2.91322660446167,45.734458923339844,574.074951171875,364.9640197753906,321,5553.6600506305695,1687569349.0700016,17.71483612060547,cgp-large,mu+lambda,distance,ant,2,32100
322,322,2,16.15056610107422,45.89491271972656,492.7364501953125,0.009825393557548523,11.88058090209961,17.029022216796875,45.7942008972168,2.296485424041748,45.682586669921875,719.9439697265625,563.5845947265625,322,5570.731891155243,1687569366.1418421,17.39632225036621,cgp-large,mu+lambda,distance,ant,2,32200
323,323,2,20.79444694519043,45.572994232177734,541.998046875,0.01159984152764082,12.695914268493652,17.128555297851562,45.27206802368164,2.324735641479492,45.071258544921875,515.1077270507812,593.6416015625,323,5587.902799129486,1687569383.31275,17.305389404296875,cgp-large,mu+lambda,distance,ant,2,32300
324,324,2,16.05320930480957,45.99319076538086,613.9240112304688,-0.015829619020223618,11.506271362304688,16.989355087280273,45.84742736816406,0.792540431022644,45.74072265625,348.7069396972656,352.40777587890625,324,5604.9932243824005,1687569400.4031754,17.778322219848633,cgp-large,mu+lambda,distance,ant,2,32400
325,325,2,24.844783782958984,46.14665222167969,570.3517456054688,-0.02414545603096485,12.36648941040039,17.162227630615234,45.87910461425781,1.3195691108703613,45.52509689331055,552.3683471679688,588.1798706054688,325,5622.179146766663,1687569417.5890977,18.29741096496582,cgp-large,mu+lambda,distance,ant,2,32500
326,326,2,26.62750244140625,46.71641159057617,511.3049011230469,0.010255159810185432,12.61075210571289,17.006040573120117,45.96963882446289,1.8462398052215576,45.48964309692383,757.3582153320312,751.404296875,326,5639.202649116516,1687569434.6126,18.0136661529541,cgp-large,mu+lambda,distance,ant,2,32600
327,327,2,28.493141174316406,46.086666107177734,675.4924926757812,0.021988198161125183,12.994438171386719,17.05351448059082,45.9515380859375,1.7524635791778564,45.703948974609375,735.2195434570312,595.4530029296875,327,5656.2742376327515,1687569451.6841886,18.27934455871582,cgp-large,mu+lambda,distance,ant,2,32700
328,328,2,14.602805137634277,46.35307312011719,607.5327758789062,-0.021289896219968796,11.567461967468262,17.06352424621582,46.15304183959961,2.986612319946289,45.58890914916992,602.6480712890625,579.1043701171875,328,5673.3546550273895,1687569468.764606,17.31614112854004,cgp-large,mu+lambda,distance,ant,2,32800
329,329,2,16.29007911682129,46.48164749145508,767.1687622070312,-0.015337188728153706,11.855677604675293,16.999008178710938,45.84088897705078,1.940335988998413,45.61289978027344,342.5683898925781,725.0372924804688,329,5690.371155738831,1687569485.7811067,17.799333572387695,cgp-large,mu+lambda,distance,ant,2,32900
330,330,2,21.307907104492188,46.5586051940918,474.82257080078125,-0.052525751292705536,11.996899604797363,17.157058715820312,46.07085037231445,0.9231114387512207,45.95646286010742,490.9512939453125,463.0353698730469,330,5707.54526591301,1687569502.955217,18.20233726501465,cgp-large,mu+lambda,distance,ant,2,33000
331,331,2,18.007585525512695,46.974647521972656,493.7063293457031,-0.022281993180513382,12.469958305358887,17.03852653503418,46.34097671508789,1.416127324104309,45.71944808959961,464.0859069824219,759.427001953125,331,5724.601896524429,1687569520.0118475,17.880483627319336,cgp-large,mu+lambda,distance,ant,2,33100
332,332,2,17.321517944335938,46.44722366333008,434.32000732421875,0.04003266245126724,12.071404457092285,17.172683715820312,45.75010299682617,3.325279712677002,45.67885971069336,462.4365234375,569.9921875,332,5741.791622877121,1687569537.2015738,17.383602142333984,cgp-large,mu+lambda,distance,ant,2,33200
333,333,2,11.16094970703125,47.52311325073242,444.260498046875,-0.011313245631754398,10.800067901611328,17.184980392456055,46.07925796508789,0.7169981002807617,45.90638732910156,488.8340759277344,462.43316650390625,333,5758.993857145309,1687569554.403808,17.591562271118164,cgp-large,mu+lambda,distance,ant,2,33300
334,334,2,16.8591251373291,46.0699462890625,556.8786010742188,0.034538984298706055,11.830611228942871,17.165925979614258,45.93154525756836,1.861171841621399,45.51480484008789,505.9021911621094,378.301513671875,334,5776.177177190781,1687569571.5871282,17.567087173461914,cgp-large,mu+lambda,distance,ant,2,33400
335,335,2,15.7132568359375,46.39154815673828,726.0370483398438,-0.1035241037607193,10.931122779846191,17.189617156982422,46.176353454589844,0.3866077661514282,46.17593002319336,554.4003295898438,529.2877197265625,335,5793.383333444595,1687569588.7932844,17.711565017700195,cgp-large,mu+lambda,distance,ant,2,33500
336,336,2,20.153881072998047,46.10067367553711,552.64501953125,-0.005672386847436428,12.408273696899414,17.111343383789062,46.01694107055664,0.632389485836029,45.93562698364258,587.176513671875,550.9484252929688,336,5810.511879205704,1687569605.9218302,17.826675415039062,cgp-large,mu+lambda,distance,ant,2,33600
337,337,2,21.732589721679688,46.56657791137695,473.9651184082031,0.03757087141275406,12.57201862335205,17.032480239868164,46.308677673339844,2.6490814685821533,46.108272552490234,547.8187866210938,612.5538940429688,337,5827.561845302582,1687569622.9717963,17.48528480529785,cgp-large,mu+lambda,distance,ant,2,33700
338,338,2,21.64018440246582,46.403167724609375,563.86181640625,-0.05880739912390709,12.36306095123291,17.06407356262207,45.59872817993164,1.6514413356781006,45.36845779418945,487.8778991699219,484.8948059082031,338,5844.64343547821,1687569640.0533864,17.72358512878418,cgp-large,mu+lambda,distance,ant,2,33800
339,339,2,26.455020904541016,46.442142486572266,567.9024047851562,0.0026752003468573093,13.621654510498047,17.120880126953125,45.81698226928711,4.791182518005371,45.3939323425293,500.7577819824219,358.7029113769531,339,5861.781911373138,1687569657.1918623,17.476747512817383,cgp-large,mu+lambda,distance,ant,2,33900
340,340,2,19.95061492919922,46.1892204284668,608.3975830078125,0.0,12.803781509399414,17.05027961730957,45.875728607177734,3.438321590423584,45.85395812988281,575.3157958984375,588.159912109375,340,5878.849797487259,1687569674.2597485,17.566162109375,cgp-large,mu+lambda,distance,ant,2,34000
