,training.generation,training.fitness_mean,_timestamp,training.fitness_1q,training.fitness_3q,training.top_k_fit.top_0_fit,_step,training.fitness_median,training.evaluation_time,training.fitness_std,training.top_k_fit.top_1_fit,_runtime,training.run_id,training.top_k_fit.top_2_fit,solver,ea,environment,seed
238,238,496.810546875,1686926017.09817,1017.4544067382812,78.61309814453125,1047.7685546875,238,251.2888641357422,2.0338528156280518,453.1066589355469,1047.166748046875,508.30981612205505,0,1047.1282958984375,cgp,mu+lambda,hopper,9
239,239,468.37750244140625,1686926019.154019,1018.315673828125,79.14861297607422,1050.5155029296875,239,238.5173797607422,2.0408401489257812,440.9456787109375,1050.21875,510.36566519737244,0,1049.7435302734375,cgp,mu+lambda,hopper,9
240,240,381.05523681640625,1686926021.2123609,1012.4302978515625,62.405548095703125,1053.81689453125,240,109.77474975585938,2.0433027744293213,430.3280029296875,1047.51025390625,512.4240069389343,0,1045.5030517578125,cgp,mu+lambda,hopper,9
241,241,495.0823669433594,1686926023.268392,1025.7415771484375,72.15036010742188,1049.365966796875,241,207.54025268554688,2.0419039726257324,465.0162353515625,1049.0322265625,514.4800381660461,0,1047.8687744140625,cgp,mu+lambda,hopper,9
242,242,480.3715515136719,1686926025.3246288,1033.713134765625,64.07050323486328,1048.2176513671875,242,222.76641845703125,2.0412375926971436,450.06085205078125,1047.7181396484375,516.5362749099731,0,1046.8790283203125,cgp,mu+lambda,hopper,9
243,243,-516.5973510742188,1686926027.3795686,1028.558837890625,60.024864196777344,1050.2901611328125,243,240.12716674804688,2.0403025150299072,10008.400390625,1048.330078125,518.5912146568298,0,1046.7833251953125,cgp,mu+lambda,hopper,9
244,244,528.9268798828125,1686926029.4393687,1035.8155517578125,98.26356506347656,1051.4205322265625,244,374.1512451171875,2.0445632934570312,438.4285583496094,1049.21484375,520.6510148048401,0,1048.22705078125,cgp,mu+lambda,hopper,9
245,245,453.0901184082031,1686926031.5056028,1019.404541015625,69.97256469726562,1049.0447998046875,245,143.1807861328125,2.0499911308288574,454.0587463378906,1046.255126953125,522.717248916626,0,1046.069091796875,cgp,mu+lambda,hopper,9
246,246,411.79241943359375,1686926033.657228,1012.4091796875,46.63154602050781,1050.3406982421875,246,133.8727569580078,2.1363883018493652,448.41265869140625,1050.2998046875,524.8688740730286,0,1047.8255615234375,cgp,mu+lambda,hopper,9
247,247,478.97967529296875,1686926035.7966628,1024.080810546875,52.74509048461914,1052.2958984375,247,211.48471069335938,2.123751640319824,460.77886962890625,1048.282958984375,527.0083088874817,0,1047.68408203125,cgp,mu+lambda,hopper,9
248,248,451.6589050292969,1686926037.92786,1033.822998046875,66.9602279663086,1051.636962890625,248,172.32357788085938,2.116793632507324,456.82244873046875,1049.60791015625,529.1395061016083,0,1048.8746337890625,cgp,mu+lambda,hopper,9
249,249,449.674560546875,1686926040.0460734,1032.95947265625,75.56907653808594,1048.7930908203125,249,163.27212524414062,2.103149652481079,451.39935302734375,1047.985107421875,531.2577195167542,0,1047.2940673828125,cgp,mu+lambda,hopper,9
250,250,503.0383605957031,1686926042.1696024,1020.3240356445312,69.00772094726562,1050.4468994140625,250,173.67843627929688,2.108592987060547,463.7659606933594,1048.50244140625,533.3812484741211,0,1046.821044921875,cgp,mu+lambda,hopper,9
251,251,399.2784423828125,1686926044.275797,1015.0166015625,71.96357727050781,1054.38232421875,251,140.60671997070312,2.090960741043091,432.54852294921875,1049.4857177734375,535.4874429702759,0,1048.8914794921875,cgp,mu+lambda,hopper,9
252,252,443.642333984375,1686926046.3784637,1020.55078125,63.50519943237305,1049.3717041015625,252,162.55337524414062,2.0876269340515137,448.5701904296875,1048.7965087890625,537.5901098251343,0,1047.42626953125,cgp,mu+lambda,hopper,9
253,253,466.7783203125,1686926048.476127,1012.8492431640625,65.07044982910156,1050.3924560546875,253,186.0113525390625,2.0827581882476807,453.02728271484375,1047.6763916015625,539.6877729892731,0,1046.927734375,cgp,mu+lambda,hopper,9
254,254,469.8213195800781,1686926050.5641139,1032.371826171875,66.02906036376953,1051.421875,254,197.7643585205078,2.0726006031036377,453.46209716796875,1051.144775390625,541.775759935379,0,1050.8304443359375,cgp,mu+lambda,hopper,9
255,255,411.869140625,1686926052.6512775,1017.8302001953125,60.04765701293945,1047.537353515625,255,142.02984619140625,2.0729527473449707,442.4007873535156,1046.89208984375,543.8629236221313,0,1046.4271240234375,cgp,mu+lambda,hopper,9
256,256,-560.9055786132812,1686926054.738815,1025.52392578125,52.87912368774414,1049.759765625,256,139.60446166992188,2.0725762844085693,10004.025390625,1049.4285888671875,545.9504611492157,0,1048.764404296875,cgp,mu+lambda,hopper,9
257,257,480.49609375,1686926056.8247018,1023.4661254882812,52.52137756347656,1049.874755859375,257,205.71664428710938,2.0708446502685547,463.87274169921875,1048.4552001953125,548.0363478660583,0,1047.715087890625,cgp,mu+lambda,hopper,9
258,258,413.8611755371094,1686926058.909022,1015.419677734375,70.26136779785156,1052.734375,258,149.62966918945312,2.0690231323242188,436.21197509765625,1050.51611328125,550.1206681728363,0,1048.207763671875,cgp,mu+lambda,hopper,9
259,259,443.9653015136719,1686926060.9887016,1024.133544921875,66.7203598022461,1051.1190185546875,259,158.30850219726562,2.06455135345459,450.9905700683594,1050.5877685546875,552.200347661972,0,1050.58740234375,cgp,mu+lambda,hopper,9
260,260,450.5337829589844,1686926063.0652008,1020.4368896484375,57.769615173339844,1053.173583984375,260,155.81703186035156,2.061526298522949,455.11029052734375,1049.479736328125,554.2768468856812,0,1048.69482421875,cgp,mu+lambda,hopper,9
261,261,556.9681396484375,1686926065.1795695,1024.8809814453125,101.02706909179688,1047.837646484375,261,419.56060791015625,2.0945870876312256,442.615966796875,1047.334228515625,556.3912155628204,0,1046.739501953125,cgp,mu+lambda,hopper,9
262,262,503.44482421875,1686926067.2687037,1017.389404296875,89.54740905761719,1050.92041015625,262,201.74684143066406,2.0716066360473633,450.3651123046875,1049.5089111328125,558.480349779129,0,1049.1400146484375,cgp,mu+lambda,hopper,9
263,263,500.614990234375,1686926069.336207,1028.45556640625,86.09320068359375,1047.75830078125,263,228.9674835205078,2.0494487285614014,451.9638977050781,1046.6796875,560.5478529930115,0,1046.5386962890625,cgp,mu+lambda,hopper,9
264,264,550.9534912109375,1686926071.3943944,1037.7802734375,80.87040710449219,1054.566162109375,264,332.801025390625,2.0393149852752686,470.6678161621094,1052.8153076171875,562.6060404777527,0,1052.7279052734375,cgp,mu+lambda,hopper,9
265,265,457.704833984375,1686926073.4850547,1032.8201904296875,83.30367279052734,1051.172119140625,265,147.3992919921875,2.0726735591888428,453.7870178222656,1050.3304443359375,564.6967008113861,0,1049.6295166015625,cgp,mu+lambda,hopper,9
266,266,454.4923400878906,1686926075.5115597,1018.0263671875,73.90628051757812,1048.93701171875,266,150.3000030517578,2.0094480514526367,459.95849609375,1048.5909423828125,566.7232058048248,0,1048.294677734375,cgp,mu+lambda,hopper,9
267,267,443.8150634765625,1686926077.5506816,1020.8411865234375,66.60720825195312,1048.86962890625,267,130.8318328857422,2.0215249061584473,456.2950439453125,1047.452392578125,568.762327671051,0,1045.2774658203125,cgp,mu+lambda,hopper,9
268,268,496.44671630859375,1686926079.5949087,1034.098876953125,78.7996826171875,1050.9813232421875,268,227.12881469726562,2.026427984237671,454.17987060546875,1048.1246337890625,570.8065547943115,0,1048.021240234375,cgp,mu+lambda,hopper,9
269,269,430.59100341796875,1686926081.6427035,1022.474365234375,61.38604736328125,1050.14599609375,269,180.36370849609375,2.030794382095337,444.32861328125,1048.43798828125,572.8543496131897,0,1047.987548828125,cgp,mu+lambda,hopper,9
270,270,-562.8692626953125,1686926083.6910896,1027.3514404296875,52.59992980957031,1054.0870361328125,270,181.0482177734375,2.031554937362671,10003.5556640625,1048.8656005859375,574.902735710144,0,1048.3868408203125,cgp,mu+lambda,hopper,9
271,271,416.0147705078125,1686926085.7382047,1008.321044921875,57.605255126953125,1050.5343017578125,271,133.01605224609375,2.0277018547058105,442.15155029296875,1049.0513916015625,576.9498507976532,0,1048.1815185546875,cgp,mu+lambda,hopper,9
272,272,454.689453125,1686926087.791802,1016.18408203125,63.834251403808594,1054.1324462890625,272,198.46633911132812,2.035512924194336,445.4284973144531,1051.1007080078125,579.003448009491,0,1048.1014404296875,cgp,mu+lambda,hopper,9
273,273,445.48974609375,1686926089.8445365,1027.0390625,77.97782897949219,1051.602783203125,273,190.97457885742188,2.036553144454956,440.6288146972656,1049.1314697265625,581.0561826229095,0,1044.9727783203125,cgp,mu+lambda,hopper,9
274,274,461.0589599609375,1686926091.9187248,1023.5438232421875,65.38143920898438,1050.7027587890625,274,188.6730194091797,2.055952548980713,447.5570983886719,1049.71337890625,583.1303708553314,0,1048.4239501953125,cgp,mu+lambda,hopper,9
275,275,412.43365478515625,1686926094.0988908,1011.669189453125,60.84882736206055,1050.15576171875,275,174.7587890625,2.160233497619629,428.7762451171875,1050.155517578125,585.3105368614197,0,1049.2872314453125,cgp,mu+lambda,hopper,9
276,276,431.71185302734375,1686926096.2632933,1024.8067626953125,59.99501419067383,1048.3260498046875,276,158.99851989746094,2.144113063812256,450.3950500488281,1047.8115234375,587.4749393463135,0,1047.234375,cgp,mu+lambda,hopper,9
277,277,428.4444580078125,1686926098.4105365,1020.7761840820312,59.90864181518555,1052.050537109375,277,134.81271362304688,2.128386974334717,447.440185546875,1049.435302734375,589.6221826076508,0,1048.9300537109375,cgp,mu+lambda,hopper,9
278,278,423.908203125,1686926100.5357025,1022.5762329101562,66.40565490722656,1047.914306640625,278,152.20269775390625,2.10884690284729,438.8502502441406,1047.7647705078125,591.7473485469818,0,1046.7333984375,cgp,mu+lambda,hopper,9
279,279,491.5787353515625,1686926102.6564977,1029.7921142578125,74.49140930175781,1050.45166015625,279,237.56369018554688,2.105696439743042,456.9735412597656,1049.716796875,593.8681437969208,0,1049.483154296875,cgp,mu+lambda,hopper,9
280,280,450.179443359375,1686926104.7738373,1026.95947265625,64.22418212890625,1048.8463134765625,280,151.41574096679688,2.1024367809295654,454.2151184082031,1048.4954833984375,595.9854834079742,0,1048.339111328125,cgp,mu+lambda,hopper,9
281,281,418.1766357421875,1686926106.8859444,1011.9515380859375,60.138954162597656,1050.697998046875,281,213.73159790039062,2.097233295440674,430.6651306152344,1050.674072265625,598.0975904464722,0,1048.5218505859375,cgp,mu+lambda,hopper,9
282,282,411.3894958496094,1686926108.9939218,1011.5884399414062,65.47488403320312,1049.08642578125,282,138.6389617919922,2.092501640319824,434.1203918457031,1047.020263671875,600.2055678367615,0,1046.5155029296875,cgp,mu+lambda,hopper,9
283,283,449.61138916015625,1686926111.108499,1026.035888671875,63.60686111450195,1051.795654296875,283,211.0239715576172,2.0996696949005127,442.6497497558594,1048.147216796875,602.3201451301575,0,1047.9149169921875,cgp,mu+lambda,hopper,9
284,284,443.3409423828125,1686926113.2181494,1016.149658203125,71.46267700195312,1050.18212890625,284,169.8697509765625,2.095954179763794,442.1240539550781,1049.99853515625,604.4297955036163,0,1048.0615234375,cgp,mu+lambda,hopper,9
285,285,-572.6024780273438,1686926115.3227422,1026.59228515625,57.01262664794922,1049.2540283203125,285,134.6217041015625,2.0895471572875977,10002.611328125,1049.1513671875,606.5343883037567,0,1048.3790283203125,cgp,mu+lambda,hopper,9
286,286,364.4519958496094,1686926117.4191136,850.0553588867188,58.2454833984375,1047.19384765625,286,139.1784210205078,2.0813546180725098,408.87188720703125,1045.941650390625,608.6307597160339,0,1045.81201171875,cgp,mu+lambda,hopper,9
287,287,445.6115417480469,1686926119.5155315,1015.1448364257812,53.37374496459961,1048.38330078125,287,198.0198974609375,2.081676721572876,437.6982116699219,1046.4404296875,610.7271776199341,0,1046.2161865234375,cgp,mu+lambda,hopper,9
288,288,464.6384582519531,1686926121.6075504,1034.6937255859375,80.7880859375,1050.886962890625,288,210.20840454101562,2.0773203372955322,444.5968322753906,1049.357421875,612.8191964626312,0,1048.9659423828125,cgp,mu+lambda,hopper,9
289,289,539.7649536132812,1686926123.6903315,1032.94580078125,79.47416687011719,1049.9063720703125,289,393.17486572265625,2.0681047439575195,460.6059265136719,1049.7611083984375,614.9019775390625,0,1047.68017578125,cgp,mu+lambda,hopper,9
290,290,421.5506286621094,1686926125.7759042,1023.1664428710938,71.96702575683594,1047.7808837890625,290,109.4977798461914,2.0709095001220703,450.46697998046875,1047.04443359375,616.9875502586365,0,1046.889404296875,cgp,mu+lambda,hopper,9
291,291,436.618896484375,1686926127.8558245,1024.090087890625,74.6202392578125,1056.4287109375,291,128.9896697998047,2.0660929679870605,450.2709045410156,1047.7637939453125,619.0674705505371,0,1047.206787109375,cgp,mu+lambda,hopper,9
292,292,-491.16558837890625,1686926129.9394238,1029.827392578125,81.95354461669922,1057.158935546875,292,218.30471801757812,2.0684101581573486,10011.6064453125,1050.3857421875,621.1510698795319,0,1050.3701171875,cgp,mu+lambda,hopper,9
293,293,465.2902526855469,1686926132.0178494,1029.4560546875,71.31552124023438,1060.582275390625,293,159.18142700195312,2.0632402896881104,455.2089538574219,1050.9298095703125,623.2294955253601,0,1050.6480712890625,cgp,mu+lambda,hopper,9
294,294,433.39703369140625,1686926134.0915267,1018.2113647460938,56.05278778076172,1054.22265625,294,138.40582275390625,2.0586891174316406,453.22747802734375,1050.4171142578125,625.303172826767,0,1050.260009765625,cgp,mu+lambda,hopper,9
295,295,551.6027221679688,1686926136.1658034,1031.505615234375,75.96012878417969,1049.8399658203125,295,433.702392578125,2.0589091777801514,465.75970458984375,1048.0538330078125,627.3774495124817,0,1047.7864990234375,cgp,mu+lambda,hopper,9
296,296,474.587646484375,1686926138.2415597,1028.358154296875,84.87570190429688,1059.3414306640625,296,218.8040771484375,2.0608901977539062,444.8407287597656,1055.990478515625,629.4532058238983,0,1049.4259033203125,cgp,mu+lambda,hopper,9
297,297,-567.1096801757812,1686926140.3111804,1014.4811401367188,71.04505157470703,1056.6341552734375,297,162.13433837890625,2.0546088218688965,10002.9853515625,1048.198974609375,631.5228264331818,0,1048.1082763671875,cgp,mu+lambda,hopper,9
298,298,485.05523681640625,1686926142.382178,1038.5731201171875,94.15027618408203,1058.0482177734375,298,222.25267028808594,2.0568315982818604,446.0635070800781,1057.9949951171875,633.5938241481781,0,1057.737548828125,cgp,mu+lambda,hopper,9
299,299,481.1164855957031,1686926144.4525366,1025.4661865234375,95.15438842773438,1062.4630126953125,299,236.2474822998047,2.0542826652526855,440.0030212402344,1057.5389404296875,635.6641826629639,0,1054.544189453125,cgp,mu+lambda,hopper,9
300,300,421.2400817871094,1686926146.5209956,1021.1177978515625,67.44029235839844,1058.3101806640625,300,156.55215454101562,2.0533530712127686,436.5801696777344,1056.7982177734375,637.7326416969299,0,1051.989501953125,cgp,mu+lambda,hopper,9
301,301,434.814453125,1686926148.5841649,1013.7315673828125,47.662044525146484,1060.6500244140625,301,134.95816040039062,2.048665761947632,445.14013671875,1056.8671875,639.7958109378815,0,1054.2379150390625,cgp,mu+lambda,hopper,9
302,302,484.7836608886719,1686926150.6531637,1020.4569091796875,71.8520278930664,1058.6123046875,302,220.86184692382812,2.054302930831909,448.6273498535156,1052.319580078125,641.8648097515106,0,1051.0380859375,cgp,mu+lambda,hopper,9
303,303,431.921875,1686926152.721683,1015.1669311523438,47.26467514038086,1058.35498046875,303,161.48297119140625,2.0534868240356445,445.3109130859375,1055.8995361328125,643.9333291053772,0,1049.676025390625,cgp,mu+lambda,hopper,9
304,304,498.8301696777344,1686926154.785203,1026.40185546875,79.11600494384766,1051.6951904296875,304,277.5456848144531,2.0491132736206055,445.5454406738281,1046.593017578125,645.9968490600586,0,1046.317138671875,cgp,mu+lambda,hopper,9
305,305,463.3249206542969,1686926156.8488328,1033.031494140625,71.07799530029297,1057.0299072265625,305,176.13230895996094,2.049456834793091,441.4944763183594,1053.6031494140625,648.060478925705,0,1052.40380859375,cgp,mu+lambda,hopper,9
306,306,491.1377868652344,1686926158.9139042,1029.071533203125,71.55781555175781,1062.052490234375,306,231.93045043945312,2.0503437519073486,454.2834167480469,1054.9803466796875,650.1255502700806,0,1054.7926025390625,cgp,mu+lambda,hopper,9
307,307,392.5196533203125,1686926160.9808972,1024.2528076171875,54.61701965332031,1057.2464599609375,307,125.12914276123047,2.0520777702331543,445.4838562011719,1055.90185546875,652.1925432682037,0,1053.188232421875,cgp,mu+lambda,hopper,9
308,308,-630.661865234375,1686926163.0490637,1018.6517333984375,60.39885711669922,1103.833740234375,308,108.98954010009766,2.0532829761505127,9996.046875,1054.7064208984375,654.2607097625732,0,1047.995849609375,cgp,mu+lambda,hopper,9
309,309,405.6373291015625,1686926165.1178815,839.6776733398438,77.84101867675781,1057.6849365234375,309,216.42776489257812,2.0539443492889404,405.5263977050781,1057.329833984375,656.3295276165009,0,1053.7484130859375,cgp,mu+lambda,hopper,9
310,310,427.45953369140625,1686926167.1830904,1009.195068359375,59.06195068359375,1070.293701171875,310,185.98497009277344,2.0503106117248535,444.0361022949219,1050.5506591796875,658.3947365283966,0,1049.5499267578125,cgp,mu+lambda,hopper,9
311,311,433.30987548828125,1686926169.2514117,1013.4347534179688,69.3792495727539,1097.3778076171875,311,202.60935974121094,2.0526978969573975,430.61468505859375,1059.5413818359375,660.463057756424,0,1056.8189697265625,cgp,mu+lambda,hopper,9
312,312,387.09326171875,1686926171.314574,1010.952392578125,59.85748291015625,1059.418212890625,312,126.52210235595703,2.048509359359741,432.8952331542969,1058.7198486328125,662.5262200832367,0,1058.053466796875,cgp,mu+lambda,hopper,9
313,313,400.8581237792969,1686926173.382285,1024.96240234375,49.286956787109375,1101.97509765625,313,107.73536682128906,2.054051160812378,450.71759033203125,1059.6341552734375,664.5939311981201,0,1058.6546630859375,cgp,mu+lambda,hopper,9
314,314,467.3188171386719,1686926175.4475646,1035.24951171875,67.39552307128906,1065.248779296875,314,218.2274627685547,2.0502164363861084,451.4886779785156,1059.988525390625,666.6592106819153,0,1058.8441162109375,cgp,mu+lambda,hopper,9
315,315,432.7093505859375,1686926177.5115244,1027.413818359375,84.55170440673828,1103.774169921875,315,182.06468200683594,2.049365997314453,433.24822998046875,1070.863037109375,668.7231705188751,0,1057.03662109375,cgp,mu+lambda,hopper,9
316,316,437.7934265136719,1686926179.5783143,1031.900390625,66.73717498779297,1094.954833984375,316,168.4405517578125,2.051882743835449,445.3241271972656,1058.8770751953125,670.7899603843689,0,1058.7041015625,cgp,mu+lambda,hopper,9
317,317,450.99835205078125,1686926181.642744,1036.368896484375,60.008419036865234,1127.39990234375,317,154.08370971679688,2.0493361949920654,461.5091857910156,1091.063720703125,672.8543901443481,0,1058.700927734375,cgp,mu+lambda,hopper,9
318,318,473.8109130859375,1686926183.703602,1023.66943359375,86.46847534179688,1097.3927001953125,318,201.41587829589844,2.045839786529541,441.99200439453125,1091.9510498046875,674.9152481555939,0,1087.9793701171875,cgp,mu+lambda,hopper,9
319,319,475.23138427734375,1686926185.7687597,1028.68212890625,76.77592468261719,1127.6351318359375,319,186.7415313720703,2.050107955932617,454.96368408203125,1087.2376708984375,676.9804058074951,0,1074.553466796875,cgp,mu+lambda,hopper,9
320,320,456.8443603515625,1686926187.829578,1033.9544677734375,66.35570526123047,1087.493896484375,320,172.59359741210938,2.045985698699951,451.7354736328125,1076.89990234375,679.0412240028381,0,1070.353271484375,cgp,mu+lambda,hopper,9
321,321,441.8160705566406,1686926189.881427,1026.02197265625,69.50962829589844,1108.4656982421875,321,167.0057830810547,2.037299394607544,442.3562927246094,1101.7169189453125,681.0930731296539,0,1101.085693359375,cgp,mu+lambda,hopper,9
322,322,423.6274108886719,1686926191.9311857,1025.470703125,65.19886779785156,1103.3516845703125,322,187.25457763671875,2.0348386764526367,441.1191711425781,1072.50537109375,683.1428318023682,0,1062.0625,cgp,mu+lambda,hopper,9
323,323,423.3561706542969,1686926193.9827104,1016.90966796875,44.93524932861328,1090.0609130859375,323,159.93917846679688,2.036348819732666,439.959716796875,1064.508056640625,685.1943564414978,0,1056.5911865234375,cgp,mu+lambda,hopper,9
324,324,426.7747497558594,1686926196.0303767,1013.9421997070312,60.523155212402344,1103.4808349609375,324,130.78369140625,2.032569408416748,441.5899963378906,1089.9256591796875,687.2420227527618,0,1069.6424560546875,cgp,mu+lambda,hopper,9
325,325,443.52374267578125,1686926198.0847604,1024.318115234375,73.52711486816406,1135.8455810546875,325,211.9132843017578,2.0394346714019775,441.4321594238281,1100.862060546875,689.2964065074921,0,1090.7310791015625,cgp,mu+lambda,hopper,9
326,326,417.4521789550781,1686926200.138933,1013.6458740234375,84.91287231445312,1096.742431640625,326,191.82794189453125,2.0392000675201416,420.2784423828125,1093.3387451171875,691.3505790233612,0,1071.89404296875,cgp,mu+lambda,hopper,9
327,327,421.2038269042969,1686926202.1869206,1025.05517578125,75.52383422851562,1127.2911376953125,327,176.2637939453125,2.0338099002838135,456.935791015625,1125.372314453125,693.3985667228699,0,1081.0662841796875,cgp,mu+lambda,hopper,9
328,328,455.84686279296875,1686926204.2368054,1035.306884765625,63.739994049072266,1115.013916015625,328,206.73822021484375,2.035081148147583,449.44842529296875,1109.278076171875,695.4484515190125,0,1107.7725830078125,cgp,mu+lambda,hopper,9
329,329,462.52545166015625,1686926206.2865708,1025.5892333984375,56.199188232421875,1105.5440673828125,329,167.25613403320312,2.034641742706299,461.19903564453125,1104.5946044921875,697.4982168674469,0,1104.019775390625,cgp,mu+lambda,hopper,9
330,330,520.555908203125,1686926208.3445811,1028.930419921875,70.13855743408203,1116.705810546875,330,340.24542236328125,2.0434064865112305,456.2666320800781,1109.448974609375,699.5562272071838,0,1103.2889404296875,cgp,mu+lambda,hopper,9
331,331,500.07177734375,1686926210.3990445,1032.859375,88.40984344482422,1098.272216796875,331,271.3005065917969,2.039534330368042,447.5787658691406,1096.0113525390625,701.6106905937195,0,1095.9693603515625,cgp,mu+lambda,hopper,9
332,332,559.4568481445312,1686926212.4524727,1038.273681640625,88.48371887207031,1110.82373046875,332,472.5315246582031,2.03841233253479,461.279541015625,1108.0635986328125,703.6641187667847,0,1085.9088134765625,cgp,mu+lambda,hopper,9
333,333,402.21881103515625,1686926214.502724,1011.5504760742188,48.294715881347656,1118.3583984375,333,147.03494262695312,2.035102367401123,439.5103759765625,1110.7086181640625,705.7143700122833,0,1106.5369873046875,cgp,mu+lambda,hopper,9
334,334,407.09033203125,1686926216.5559955,1015.5592041015625,55.85537338256836,1101.9591064453125,334,144.83773803710938,2.0378122329711914,440.4693298339844,1101.3565673828125,707.767641544342,0,1096.020263671875,cgp,mu+lambda,hopper,9
335,335,427.4861755371094,1686926218.605825,1029.11181640625,67.19131469726562,1132.373779296875,335,177.21481323242188,2.035600185394287,452.33135986328125,1112.2174072265625,709.8174710273743,0,1109.145263671875,cgp,mu+lambda,hopper,9
336,336,442.2685852050781,1686926220.6594322,1031.483642578125,67.45437622070312,1131.311767578125,336,151.7124481201172,2.038571357727051,450.38494873046875,1128.1195068359375,711.8710782527924,0,1118.4642333984375,cgp,mu+lambda,hopper,9
337,337,469.8721618652344,1686926222.7138793,1034.0843505859375,69.86227416992188,1120.7960205078125,337,214.49972534179688,2.039241075515747,459.7799072265625,1118.2850341796875,713.9255254268646,0,1110.70263671875,cgp,mu+lambda,hopper,9
338,338,393.4423828125,1686926224.7626636,1021.9920043945312,58.940757751464844,1136.6798095703125,338,158.3575439453125,2.0340330600738525,432.8801574707031,1127.5428466796875,715.9743096828461,0,1126.1248779296875,cgp,mu+lambda,hopper,9
339,339,411.7345275878906,1686926226.8157437,1004.6658935546875,44.35767364501953,1144.4993896484375,339,169.69696044921875,2.0378949642181396,447.0799865722656,1122.877685546875,718.0273897647858,0,1102.1297607421875,cgp,mu+lambda,hopper,9
340,340,482.08209228515625,1686926228.8687851,1047.307373046875,63.52290725708008,1134.3890380859375,340,144.95095825195312,2.03762149810791,475.70648193359375,1130.9376220703125,720.0804312229156,0,1129.4144287109375,cgp,mu+lambda,hopper,9
341,341,478.6676330566406,1686926230.9263923,1034.31787109375,76.4715805053711,1132.677734375,341,202.2552490234375,2.042844772338867,457.7867736816406,1132.22998046875,722.1380383968353,0,1110.922119140625,cgp,mu+lambda,hopper,9
342,342,458.7518005371094,1686926232.9801338,1007.109130859375,68.90897369384766,1145.985107421875,342,193.09286499023438,2.0396881103515625,446.1657409667969,1132.2376708984375,724.1917798519135,0,1124.0345458984375,cgp,mu+lambda,hopper,9
343,343,478.32122802734375,1686926235.0353544,1020.8302001953125,68.0147476196289,1138.87353515625,343,216.06398010253906,2.039673328399658,456.75653076171875,1122.38134765625,726.2470004558563,0,1118.73388671875,cgp,mu+lambda,hopper,9
344,344,446.7144470214844,1686926237.0889804,1021.4177856445312,53.2121696472168,1152.2493896484375,344,213.04217529296875,2.0384914875030518,451.2314453125,1150.74853515625,728.3006265163422,0,1136.198486328125,cgp,mu+lambda,hopper,9
345,345,466.04241943359375,1686926239.1401865,1015.52197265625,81.24108123779297,1148.8447265625,345,203.78131103515625,2.0362164974212646,450.1357727050781,1143.5028076171875,730.3518326282501,0,1139.1903076171875,cgp,mu+lambda,hopper,9
346,346,504.5814208984375,1686926241.1928146,1043.35595703125,84.54171752929688,1143.994140625,346,215.94546508789062,2.037783622741699,463.6921691894531,1142.2508544921875,732.4044606685638,0,1133.9903564453125,cgp,mu+lambda,hopper,9
347,347,-572.0184326171875,1686926243.239611,1063.5838623046875,64.01393127441406,1137.1964111328125,347,145.01358032226562,2.030670404434204,10003.5302734375,1136.669921875,734.4512569904327,0,1135.2578125,cgp,mu+lambda,hopper,9
348,348,461.0885009765625,1686926245.288407,1041.3619384765625,65.73992156982422,1152.6861572265625,348,186.79830932617188,2.033552885055542,467.753173828125,1142.88134765625,736.5000531673431,0,1139.596435546875,cgp,mu+lambda,hopper,9
349,349,366.9217834472656,1686926247.3376749,996.6318969726562,52.707603454589844,1148.0621337890625,349,107.9852294921875,2.0349888801574707,444.4057312011719,1144.7862548828125,738.549320936203,0,1144.5704345703125,cgp,mu+lambda,hopper,9
350,350,455.4066162109375,1686926249.3852954,1031.29931640625,65.54035186767578,1154.643310546875,350,148.11163330078125,2.0325558185577393,466.2621154785156,1152.0538330078125,740.5969414710999,0,1150.793701171875,cgp,mu+lambda,hopper,9
351,351,430.8935546875,1686926251.434803,1027.1484375,55.92636489868164,1144.7958984375,351,148.41061401367188,2.034219980239868,463.1417541503906,1144.748291015625,742.6464490890503,0,1142.97900390625,cgp,mu+lambda,hopper,9
352,352,427.9966735839844,1686926253.4799683,1040.8502197265625,61.751556396484375,1165.672119140625,352,154.14097595214844,2.029783010482788,461.1903991699219,1162.840087890625,744.6916143894196,0,1151.4071044921875,cgp,mu+lambda,hopper,9
353,353,463.3042907714844,1686926255.5308192,1069.6787109375,54.57053756713867,1161.6947021484375,353,156.28378295898438,2.0356340408325195,479.21990966796875,1157.1827392578125,746.7424652576447,0,1154.496826171875,cgp,mu+lambda,hopper,9
354,354,465.3218994140625,1686926257.5813105,1029.2772216796875,81.42674255371094,1150.8782958984375,354,190.24386596679688,2.0356009006500244,453.01422119140625,1145.38671875,748.7929565906525,0,1132.4786376953125,cgp,mu+lambda,hopper,9
355,355,416.56085205078125,1686926259.6313508,1012.8750610351562,61.94417190551758,1155.2373046875,355,185.29403686523438,2.0343966484069824,448.20660400390625,1145.9766845703125,750.8429968357086,0,1142.6712646484375,cgp,mu+lambda,hopper,9
356,356,405.8841247558594,1686926261.6819112,1007.8876342773438,44.03166961669922,1146.6805419921875,356,147.2220458984375,2.0361874103546143,453.3085021972656,1142.2740478515625,752.8935573101044,0,1140.0732421875,cgp,mu+lambda,hopper,9
357,357,479.7405090332031,1686926263.7310708,1044.8798828125,67.25379943847656,1163.418212890625,357,212.49746704101562,2.034060478210449,464.66455078125,1147.4520263671875,754.9427168369293,0,1147.433837890625,cgp,mu+lambda,hopper,9
