,_step,training.generation,training.fitness_std,training.fitness_mean,training.top_k_fit.top_2_fit,_runtime,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_reward.top_0_reward,_timestamp,training.run_id,training.fitness_1q,training.top_k_fit.top_1_fit,training.fitness_3q,training.fitness_median,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward,solver,ea,fitness,environment,seed,training.evaluation
229,229,229,1.4163386821746826,1.5272265672683716,4.586482048034668,4775.266366958618,20.482192993164062,5.850547790527344,187.97210693359375,1687658244.926399,1,2.3120601177215576,5.002365589141846,0.40077632665634155,1.31117582321167,296.5249328613281,179.44924926757812,cgp-large,mu+lambda,distance,humanoid,1,22900
230,230,230,1.4592019319534302,1.457064151763916,5.223324775695801,4796.025664329529,20.737627029418945,5.924919128417969,211.53976440429688,1687658265.6856964,1,2.252485752105713,5.384068012237549,0.40645867586135864,1.252288579940796,186.0450897216797,198.03628540039062,cgp-large,mu+lambda,distance,humanoid,1,23000
231,231,231,1.3335133790969849,1.5051606893539429,4.526336669921875,4816.570124864578,20.521392822265625,4.747717380523682,157.56573486328125,1687658286.230157,1,2.264028549194336,4.598440170288086,0.5388649702072144,1.1336514949798584,136.29574584960938,206.728271484375,cgp-large,mu+lambda,distance,humanoid,1,23100
232,232,232,1.4363800287246704,1.6198197603225708,5.063974380493164,4837.22313451767,20.63089370727539,6.342982292175293,116.27214813232422,1687658306.8831666,1,2.3475754261016846,5.317486763000488,0.6578207612037659,1.115271806716919,159.36004638671875,189.5711212158203,cgp-large,mu+lambda,distance,humanoid,1,23200
233,233,233,1.5330835580825806,1.9233605861663818,5.527681827545166,4857.780768156052,20.534114837646484,6.085280418395996,217.4117431640625,1687658327.4408002,1,2.701570510864258,5.79848051071167,0.8890401721000671,1.6164934635162354,213.22348022460938,207.95599365234375,cgp-large,mu+lambda,distance,humanoid,1,23300
234,234,234,1.5305426120758057,1.7819137573242188,5.007625579833984,4878.433756351471,20.63420867919922,6.478444576263428,152.92567443847656,1687658348.0937884,1,2.8069746494293213,5.123497486114502,0.7142424583435059,1.4468586444854736,140.78834533691406,197.5673828125,cgp-large,mu+lambda,distance,humanoid,1,23400
235,235,235,1.780350923538208,1.8204892873764038,5.594979286193848,4898.983528614044,20.5321102142334,6.4297380447387695,157.70852661132812,1687658368.6435606,1,3.217883825302124,5.617721080780029,0.4724109470844269,1.3605294227600098,213.09515380859375,151.7764434814453,cgp-large,mu+lambda,distance,humanoid,1,23500
236,236,236,1.6131598949432373,1.5868299007415771,5.063626766204834,4919.701994895935,20.700815200805664,6.072461128234863,163.08554077148438,1687658389.362027,1,2.513216733932495,5.501072406768799,0.5010590553283691,1.3776254653930664,169.88934326171875,219.3358612060547,cgp-large,mu+lambda,distance,humanoid,1,23600
237,237,237,1.338168978691101,1.5045424699783325,4.444103240966797,4940.254261732101,20.53537368774414,5.605159759521484,170.97349548339844,1687658409.9142938,1,2.0996673107147217,4.9023613929748535,0.4645903706550598,1.254838466644287,157.8084259033203,160.20375061035156,cgp-large,mu+lambda,distance,humanoid,1,23700
238,238,238,1.6371948719024658,1.7001519203186035,5.345909595489502,4960.976174354553,20.70222282409668,5.904079437255859,166.56637573242188,1687658430.6362064,1,2.7577905654907227,5.5133466720581055,0.5338729619979858,1.4086077213287354,205.5569305419922,270.8582763671875,cgp-large,mu+lambda,distance,humanoid,1,23800
239,239,239,1.5261346101760864,1.7253957986831665,5.144211292266846,4981.563374757767,20.569149017333984,5.906627178192139,100.0672378540039,1687658451.2234068,1,2.562238931655884,5.1896185874938965,0.5492055416107178,1.363492727279663,155.44654846191406,193.63705444335938,cgp-large,mu+lambda,distance,humanoid,1,23900
240,240,240,1.5491900444030762,1.7480759620666504,5.43830680847168,5002.862556934357,21.29607391357422,6.620258331298828,159.1729736328125,1687658472.522589,1,2.525364875793457,5.664040565490723,0.6592029333114624,1.521857500076294,157.2527618408203,165.8265380859375,cgp-large,mu+lambda,distance,humanoid,1,24000
241,241,241,1.734777808189392,1.7081979513168335,5.3691182136535645,5024.1223731040955,21.250778198242188,5.636203765869141,95.00138854980469,1687658493.7824051,1,2.887260675430298,5.461616516113281,0.3361908197402954,1.2586863040924072,327.0733642578125,157.64585876464844,cgp-large,mu+lambda,distance,humanoid,1,24100
242,242,242,1.6770168542861938,1.8409194946289062,4.912765026092529,5044.804580211639,20.664005279541016,5.483223915100098,194.04347229003906,1687658514.4646122,1,3.3467562198638916,5.166309356689453,0.6055131554603577,1.3248016834259033,287.8397521972656,165.14935302734375,cgp-large,mu+lambda,distance,humanoid,1,24200
243,243,243,1.7747480869293213,1.8020089864730835,5.770151138305664,5065.34934926033,20.527013778686523,5.88901948928833,114.7021484375,1687658535.0093813,1,3.0052971839904785,5.7931413650512695,0.5447893142700195,1.2909488677978516,152.38235473632812,146.83529663085938,cgp-large,mu+lambda,distance,humanoid,1,24300
244,244,244,1.6928914785385132,1.743786334991455,5.761151313781738,5086.01726937294,20.650135040283203,6.776849269866943,189.75950622558594,1687658555.6773014,1,2.767665147781372,6.062857627868652,0.5173784494400024,1.1775963306427002,169.70504760742188,156.9700469970703,cgp-large,mu+lambda,distance,humanoid,1,24400
245,245,245,1.6622415781021118,1.6458386182785034,5.191858291625977,5106.556330442429,20.52126121520996,5.495005130767822,160.6412353515625,1687658576.2163625,1,2.66945481300354,5.4336323738098145,0.368234246969223,1.3200409412384033,170.5188751220703,288.3892517089844,cgp-large,mu+lambda,distance,humanoid,1,24500
246,246,246,1.4979697465896606,1.7130815982818604,5.006577968597412,5127.147375822067,20.572690963745117,5.850147247314453,306.9537353515625,1687658596.8074079,1,2.632554531097412,5.3990960121154785,0.5973228216171265,1.2671395540237427,384.8231201171875,249.24571228027344,cgp-large,mu+lambda,distance,humanoid,1,24600
247,247,247,1.6049998998641968,1.5231106281280518,6.292597770690918,5147.694939613342,20.53034210205078,7.005446434020996,148.08181762695312,1687658617.3549716,1,2.151151657104492,6.426580905914307,0.4470730721950531,1.0448631048202515,143.6019744873047,143.3120574951172,cgp-large,mu+lambda,distance,humanoid,1,24700
248,248,248,1.5950506925582886,1.7321670055389404,5.216737747192383,5168.283731937408,20.571653366088867,5.481578350067139,164.3046112060547,1687658637.943764,1,2.7743616104125977,5.420977592468262,0.4726884365081787,1.5734643936157227,166.81370544433594,138.50201416015625,cgp-large,mu+lambda,distance,humanoid,1,24800
249,249,249,1.4343764781951904,1.7351940870285034,5.033472061157227,5188.844047307968,20.541786193847656,6.434768199920654,160.34945678710938,1687658658.5040793,1,2.540461301803589,5.4368181228637695,0.6822612285614014,1.4091460704803467,159.77474975585938,376.4544982910156,cgp-large,mu+lambda,distance,humanoid,1,24900
250,250,250,1.5416791439056396,1.5865917205810547,4.669909477233887,5209.476718187332,20.61554718017578,6.172922611236572,137.5627899169922,1687658679.1367502,1,2.53663969039917,5.527113914489746,0.40027573704719543,1.189821720123291,143.75453186035156,154.90078735351562,cgp-large,mu+lambda,distance,humanoid,1,25000
251,251,251,1.4505418539047241,1.4237371683120728,4.4015350341796875,5230.034505844116,20.540611267089844,5.993525981903076,139.05247497558594,1687658699.6945379,1,2.1439876556396484,4.603337287902832,0.39789894223213196,1.1616942882537842,147.359130859375,154.98361206054688,cgp-large,mu+lambda,distance,humanoid,1,25100
252,252,252,1.4889438152313232,1.7017983198165894,4.864894866943359,5250.585126161575,20.53325080871582,5.522072792053223,181.60223388671875,1687658720.2451582,1,2.5740747451782227,4.964330673217773,0.5448186993598938,1.4707335233688354,164.58355712890625,180.4150390625,cgp-large,mu+lambda,distance,humanoid,1,25200
253,253,253,1.5413155555725098,1.5047715902328491,4.986076831817627,5271.104657649994,20.502376556396484,5.6853861808776855,169.06565856933594,1687658740.7646897,1,2.4832725524902344,5.087855815887451,0.3359346389770508,1.1954915523529053,246.8415985107422,98.97084045410156,cgp-large,mu+lambda,distance,humanoid,1,25300
254,254,254,1.5023436546325684,1.5663460493087769,5.074554920196533,5291.647260665894,20.524982452392578,5.860652923583984,98.78609466552734,1687658761.3072927,1,2.3275246620178223,5.474358558654785,0.5528237223625183,1.2016656398773193,162.5118408203125,145.74203491210938,cgp-large,mu+lambda,distance,humanoid,1,25400
255,255,255,1.660266399383545,1.6033827066421509,5.442063331604004,5312.223511695862,20.558513641357422,7.288828372955322,159.65664672851562,1687658781.8835437,1,2.716613292694092,6.042639255523682,0.3987089991569519,1.0828131437301636,165.35293579101562,137.9716033935547,cgp-large,mu+lambda,distance,humanoid,1,25500
256,256,256,1.6212410926818848,1.9324270486831665,5.698873519897461,5332.731230258942,20.491073608398438,6.073428630828857,152.2865447998047,1687658802.3912623,1,2.8769896030426025,5.712750434875488,0.6507221460342407,1.620682954788208,161.6096954345703,169.59548950195312,cgp-large,mu+lambda,distance,humanoid,1,25600
257,257,257,1.6079237461090088,1.5016961097717285,5.478242874145508,5353.378576040268,20.629093170166016,6.129147529602051,155.40475463867188,1687658823.038608,1,2.379927635192871,5.736130714416504,0.30941230058670044,1.105738878250122,155.91421508789062,163.92039489746094,cgp-large,mu+lambda,distance,humanoid,1,25700
258,258,258,1.615886926651001,1.5914273262023926,5.207151889801025,5374.186993837357,20.79166603088379,5.59108829498291,144.76907348632812,1687658843.8470259,1,2.7837276458740234,5.213932991027832,0.4326764643192291,1.2617034912109375,250.61398315429688,164.65304565429688,cgp-large,mu+lambda,distance,humanoid,1,25800
259,259,259,1.5001637935638428,2.0880820751190186,5.343920707702637,5394.82907128334,20.624801635742188,5.771637439727783,161.01519775390625,1687658864.4891033,1,3.0507402420043945,5.538385391235352,1.0494271516799927,1.7648298740386963,166.57521057128906,151.7506103515625,cgp-large,mu+lambda,distance,humanoid,1,25900
260,260,260,1.654297947883606,1.7202191352844238,5.572005748748779,5415.64285326004,20.79628562927246,6.626341342926025,142.66986083984375,1687658885.3028853,1,2.5878195762634277,6.435020923614502,0.5833432078361511,1.183143138885498,161.38113403320312,166.81727600097656,cgp-large,mu+lambda,distance,humanoid,1,26000
261,261,261,1.6412304639816284,1.6360719203948975,5.740330696105957,5436.281501293182,20.621213912963867,6.054469585418701,113.6944808959961,1687658905.9415333,1,2.5198001861572266,5.925597667694092,0.6178320050239563,1.1639926433563232,151.9599609375,215.82586669921875,cgp-large,mu+lambda,distance,humanoid,1,26100
262,262,262,1.655410885810852,1.9333566427230835,5.652158260345459,5457.017014741898,20.718246459960938,6.150606155395508,159.96441650390625,1687658926.6770468,1,2.896184206008911,6.011781215667725,0.6189109683036804,1.5097767114639282,113.67575073242188,159.7705078125,cgp-large,mu+lambda,distance,humanoid,1,26200
263,263,263,1.6401597261428833,1.6678766012191772,6.116514682769775,5477.638257741928,20.6032772064209,6.960471153259277,219.09375,1687658947.2982898,1,2.5645902156829834,6.316208839416504,0.48006677627563477,1.3585143089294434,203.7706298828125,215.04701232910156,cgp-large,mu+lambda,distance,humanoid,1,26300
264,264,264,1.4913378953933716,1.6859421730041504,5.832555294036865,5498.376814126968,20.72077751159668,6.055853366851807,164.22799682617188,1687658968.0368462,1,2.6642417907714844,5.975393772125244,0.4621950685977936,1.3450621366500854,214.11419677734375,142.9942169189453,cgp-large,mu+lambda,distance,humanoid,1,26400
265,265,265,1.5887037515640259,1.6919180154800415,5.820003509521484,5518.923784017563,20.529041290283203,6.157495021820068,186.8678436279297,1687658988.583816,1,2.344752311706543,5.855435848236084,0.43146586418151855,1.342261791229248,199.11163330078125,148.17620849609375,cgp-large,mu+lambda,distance,humanoid,1,26500
266,266,266,1.5826735496520996,1.8353307247161865,5.329071044921875,5539.654708147049,20.71381378173828,5.839648246765137,184.707763671875,1687659009.3147402,1,2.6975436210632324,5.6108808517456055,0.5487347841262817,1.421225666999817,219.5244598388672,184.72393798828125,cgp-large,mu+lambda,distance,humanoid,1,26600
267,267,267,1.677359700202942,1.6847939491271973,5.772353172302246,5560.180634260178,20.508975982666016,6.182960033416748,250.50350952148438,1687659029.8406663,1,2.640221357345581,5.881552696228027,0.4617667496204376,1.4394075870513916,143.4159393310547,165.481689453125,cgp-large,mu+lambda,distance,humanoid,1,26700
268,268,268,1.6943343877792358,1.619442105293274,5.447302341461182,5580.814737319946,20.616674423217773,6.8320159912109375,133.8958282470703,1687659050.4747694,1,2.452232837677002,5.571516513824463,0.4065384268760681,1.235748052597046,208.4339599609375,196.5777130126953,cgp-large,mu+lambda,distance,humanoid,1,26800
269,269,269,1.7497724294662476,1.7479313611984253,5.665748119354248,5601.449110031128,20.61769676208496,5.801361560821533,147.49681091308594,1687659071.109142,1,2.961684226989746,5.696358680725098,0.45831921696662903,1.173039436340332,134.34002685546875,119.32262420654297,cgp-large,mu+lambda,distance,humanoid,1,26900
270,270,270,1.6325417757034302,1.8460222482681274,5.476358890533447,5622.087054491043,20.620983123779297,6.245105743408203,178.2939453125,1687659091.7470865,1,2.6530749797821045,5.488195419311523,0.5670306086540222,1.4653477668762207,184.37521362304688,232.91213989257812,cgp-large,mu+lambda,distance,humanoid,1,27000
271,271,271,1.8216289281845093,1.819810152053833,6.522123336791992,5642.680844545364,20.57671546936035,7.227270126342773,191.6702880859375,1687659112.3408766,1,3.085627794265747,7.024312973022461,0.5063717365264893,1.2586983442306519,358.25213623046875,179.1278076171875,cgp-large,mu+lambda,distance,humanoid,1,27100
272,272,272,1.855036735534668,1.858467698097229,6.013031005859375,5663.323547124863,20.6259822845459,6.746762275695801,170.33856201171875,1687659132.9835792,1,2.9380686283111572,6.502540588378906,0.4373745918273926,1.169299602508545,138.6992950439453,168.27218627929688,cgp-large,mu+lambda,distance,humanoid,1,27200
273,273,273,1.830683946609497,1.9431806802749634,5.929118633270264,5683.941584348679,20.600629806518555,6.328749179840088,134.3703155517578,1687659153.6016164,1,3.0658047199249268,5.998000144958496,0.5921280980110168,1.6432585716247559,375.0650634765625,156.38723754882812,cgp-large,mu+lambda,distance,humanoid,1,27300
274,274,274,1.843859076499939,1.8368417024612427,6.068159580230713,5704.54812002182,20.5893497467041,6.3920207023620605,170.5041046142578,1687659174.208152,1,2.8306033611297607,6.255875587463379,0.5268123149871826,1.3385436534881592,248.83470153808594,154.434814453125,cgp-large,mu+lambda,distance,humanoid,1,27400
275,275,275,1.6825929880142212,1.9218816757202148,5.375728607177734,5725.084454059601,20.517528533935547,6.995660305023193,194.42306518554688,1687659194.744486,1,3.1268374919891357,5.88730525970459,0.6260979175567627,1.4323968887329102,189.39173889160156,190.00624084472656,cgp-large,mu+lambda,distance,humanoid,1,27500
276,276,276,1.6826459169387817,1.7350040674209595,5.5562896728515625,5745.678069829941,20.574462890625,6.27006196975708,156.07208251953125,1687659215.3381019,1,2.6948037147521973,5.794830322265625,0.5348546504974365,1.3354802131652832,161.5686798095703,261.3431091308594,cgp-large,mu+lambda,distance,humanoid,1,27600
277,277,277,1.7079370021820068,2.007516384124756,6.066360950469971,5766.28200674057,20.585100173950195,7.4813408851623535,175.84136962890625,1687659235.9420388,1,3.1088309288024902,6.696928977966309,0.7269592881202698,1.4135794639587402,186.49842834472656,185.51644897460938,cgp-large,mu+lambda,distance,humanoid,1,27700
278,278,278,1.9135409593582153,1.6384154558181763,6.051004409790039,5787.063803911209,20.76262664794922,6.360955238342285,149.22470092773438,1687659256.723836,1,2.488858938217163,6.218832969665527,0.24747925996780396,1.0489422082901,158.80792236328125,157.82887268066406,cgp-large,mu+lambda,distance,humanoid,1,27800
279,279,279,1.7143994569778442,1.6738289594650269,5.519805431365967,5807.649582386017,20.566301345825195,6.2680745124816895,225.4775390625,1687659277.3096144,1,2.8623247146606445,5.881528377532959,0.36672544479370117,1.2466970682144165,159.58963012695312,167.90455627441406,cgp-large,mu+lambda,distance,humanoid,1,27900
280,280,280,1.702285885810852,1.5966601371765137,5.3474626541137695,5828.450336456299,20.78237533569336,7.607020378112793,226.48822021484375,1687659298.1103685,1,2.2670936584472656,5.860463619232178,0.35792213678359985,1.1401035785675049,214.9105987548828,163.69845581054688,cgp-large,mu+lambda,distance,humanoid,1,28000
281,281,281,1.7264442443847656,1.9726475477218628,5.605997085571289,5849.1127343177795,20.64303970336914,5.794561862945557,160.1230010986328,1687659318.7727664,1,3.7268595695495605,5.644115447998047,0.6428653001785278,1.3391690254211426,169.37493896484375,211.2379608154297,cgp-large,mu+lambda,distance,humanoid,1,28100
282,282,282,1.6813154220581055,1.8099149465560913,5.286138534545898,5869.73944067955,20.607349395751953,6.190448760986328,165.41064453125,1687659339.3994727,1,2.903140068054199,5.743698596954346,0.5674670934677124,1.4945869445800781,146.35264587402344,181.5980224609375,cgp-large,mu+lambda,distance,humanoid,1,28200
283,283,283,1.8062889575958252,1.916405439376831,5.875875949859619,5890.375585079193,20.59748649597168,6.988733291625977,138.766357421875,1687659360.035617,1,2.9420006275177,6.366067886352539,0.5543764233589172,1.4400088787078857,203.91026306152344,175.45542907714844,cgp-large,mu+lambda,distance,humanoid,1,28300
284,284,284,1.862900972366333,2.0884201526641846,5.7550578117370605,5910.993587732315,20.55277442932129,6.906151294708252,145.92601013183594,1687659380.6536198,1,3.466259717941284,6.392467498779297,0.6439273357391357,1.3902561664581299,163.53277587890625,164.33612060546875,cgp-large,mu+lambda,distance,humanoid,1,28400
285,285,285,1.6874233484268188,1.992641806602478,5.744725227355957,5931.6454219818115,20.587848663330078,5.791589260101318,147.1184539794922,1687659401.305454,1,3.301222324371338,5.778102874755859,0.630664587020874,1.7410128116607666,209.71336364746094,129.25811767578125,cgp-large,mu+lambda,distance,humanoid,1,28500
286,286,286,1.8912793397903442,1.8317396640777588,6.404018878936768,5952.43478512764,20.738801956176758,7.121986389160156,146.2039031982422,1687659422.0948172,1,2.6144356727600098,6.69029426574707,0.4552660584449768,1.347238540649414,165.337890625,181.15536499023438,cgp-large,mu+lambda,distance,humanoid,1,28600
287,287,287,1.7690273523330688,1.7991955280303955,6.121808052062988,5973.171646118164,20.709571838378906,6.519026756286621,167.88108825683594,1687659442.8316782,1,2.959152936935425,6.17698335647583,0.5329033136367798,1.2239935398101807,182.08935546875,161.2767791748047,cgp-large,mu+lambda,distance,humanoid,1,28700
288,288,288,1.8219492435455322,1.756169080734253,5.848349094390869,5993.87184882164,20.675138473510742,7.231085300445557,154.3963623046875,1687659463.5318809,1,2.727351427078247,5.931014060974121,0.3279570937156677,1.2060143947601318,166.32992553710938,167.42379760742188,cgp-large,mu+lambda,distance,humanoid,1,28800
289,289,289,1.8953883647918701,1.8926633596420288,6.006112098693848,6014.497067928314,20.59998893737793,6.578176021575928,168.68247985839844,1687659484.1571,1,3.2432467937469482,6.007016181945801,0.2649540603160858,1.5547773838043213,201.5068359375,196.72142028808594,cgp-large,mu+lambda,distance,humanoid,1,28900
290,290,290,1.7905259132385254,1.9077914953231812,6.122882843017578,6035.092347860336,20.572052001953125,6.879610061645508,166.1541748046875,1687659504.75238,1,3.0402143001556396,6.268573760986328,0.5316816568374634,1.1892075538635254,165.6451873779297,129.63218688964844,cgp-large,mu+lambda,distance,humanoid,1,29000
291,291,291,1.7767672538757324,1.81230628490448,6.00099515914917,6055.811970949173,20.695371627807617,6.726893424987793,197.63143920898438,1687659525.472003,1,2.4650063514709473,6.361860275268555,0.519978940486908,1.3772835731506348,166.04029846191406,198.08131408691406,cgp-large,mu+lambda,distance,humanoid,1,29100
292,292,292,1.676003336906433,1.8452047109603882,5.336392879486084,6076.492219686508,20.65315055847168,6.258621692657471,171.607177734375,1687659546.1522517,1,2.4929652214050293,5.403489589691162,0.6920105218887329,1.349989891052246,167.3878173828125,161.8689727783203,cgp-large,mu+lambda,distance,humanoid,1,29200
293,293,293,1.8199081420898438,1.8603756427764893,5.677031517028809,6097.023778438568,20.511991500854492,6.617903709411621,168.03704833984375,1687659566.6838105,1,3.047564744949341,5.870733737945557,0.6043715476989746,1.3312122821807861,167.33677673339844,184.76361083984375,cgp-large,mu+lambda,distance,humanoid,1,29300
294,294,294,1.9402097463607788,1.5897234678268433,5.934970378875732,6117.691604852676,20.64792823791504,6.339756011962891,190.96022033691406,1687659587.351637,1,2.6335456371307373,6.02976655960083,0.2392389476299286,0.8958627581596375,175.73577880859375,207.84005737304688,cgp-large,mu+lambda,distance,humanoid,1,29400
295,295,295,1.8768788576126099,1.9775419235229492,5.6691765785217285,6138.217266798019,20.504499435424805,6.062080383300781,134.26275634765625,1687659607.8772988,1,3.277000904083252,5.895699501037598,0.5285621881484985,1.4728929996490479,202.8551788330078,174.1028289794922,cgp-large,mu+lambda,distance,humanoid,1,29500
296,296,296,1.7546764612197876,1.8279342651367188,5.796203136444092,6158.898299217224,20.661531448364258,7.454702854156494,181.98764038085938,1687659628.5583313,1,2.78041934967041,6.560671329498291,0.6071768999099731,1.2694271802902222,170.97494506835938,167.13226318359375,cgp-large,mu+lambda,distance,humanoid,1,29600
297,297,297,1.7482304573059082,1.8456164598464966,5.682170867919922,6179.451072216034,20.53148078918457,5.771118640899658,143.4418182373047,1687659649.1111042,1,2.9760589599609375,5.68428897857666,0.5860550999641418,1.1981806755065918,172.46372985839844,187.76060485839844,cgp-large,mu+lambda,distance,humanoid,1,29700
298,298,298,1.8468480110168457,1.889528512954712,5.9988789558410645,6200.176874399185,20.705312728881836,6.648606300354004,194.2716064453125,1687659669.8369064,1,2.877459764480591,6.1279215812683105,0.6077233552932739,1.2804745435714722,173.98138427734375,179.30201721191406,cgp-large,mu+lambda,distance,humanoid,1,29800
299,299,299,1.7998300790786743,1.6937034130096436,5.821865081787109,6220.755588054657,20.5562686920166,6.568474292755127,178.49288940429688,1687659690.41562,1,2.5224838256835938,6.1912407875061035,0.3601137101650238,1.1409995555877686,181.14224243164062,140.80992126464844,cgp-large,mu+lambda,distance,humanoid,1,29900
300,300,300,1.85209321975708,1.9993374347686768,6.510469913482666,6241.412814855576,20.636730194091797,7.443042278289795,166.58651733398438,1687659711.072847,1,3.1123619079589844,6.598783016204834,0.5813475251197815,1.3389859199523926,153.58775329589844,193.12977600097656,cgp-large,mu+lambda,distance,humanoid,1,30000
301,301,301,1.666232705116272,1.8739756345748901,5.457853317260742,6261.927136182785,20.494081497192383,6.184836387634277,206.98353576660156,1687659731.5871682,1,3.009230613708496,5.854519844055176,0.6628291010856628,1.26465904712677,147.8887176513672,199.6890869140625,cgp-large,mu+lambda,distance,humanoid,1,30100
302,302,302,1.7120282649993896,1.8700798749923706,5.760006904602051,6282.602917671204,20.651723861694336,5.9438934326171875,355.9554138183594,1687659752.2629497,1,2.925954818725586,5.88232421875,0.6405727863311768,1.3843107223510742,165.5260009765625,207.048095703125,cgp-large,mu+lambda,distance,humanoid,1,30200
303,303,303,1.7766858339309692,1.938612937927246,5.453280448913574,6303.09170794487,20.46908950805664,5.634529113769531,164.3214111328125,1687659772.75174,1,3.097811698913574,5.495309352874756,0.646891176700592,1.3817771673202515,214.54042053222656,170.35757446289062,cgp-large,mu+lambda,distance,humanoid,1,30300
304,304,304,1.8550046682357788,1.9421606063842773,5.591263294219971,6323.75611281395,20.645597457885742,6.5187530517578125,195.9202117919922,1687659793.4161448,1,3.5459725856781006,6.1541619300842285,0.41673600673675537,1.4550526142120361,140.152587890625,160.02407836914062,cgp-large,mu+lambda,distance,humanoid,1,30400
305,305,305,1.815077781677246,1.7627133131027222,6.020103454589844,6344.362887620926,20.586654663085938,6.732546329498291,174.72061157226562,1687659814.0229197,1,2.7437920570373535,6.574713706970215,0.4719109833240509,1.0721580982208252,165.37210083007812,205.79339599609375,cgp-large,mu+lambda,distance,humanoid,1,30500
306,306,306,1.768410086631775,1.9399566650390625,5.341261386871338,6365.0182502269745,20.636165618896484,6.667881965637207,206.2742462158203,1687659834.6782823,1,2.8096587657928467,6.3336005210876465,0.7177863717079163,1.444763422012329,185.1867218017578,179.58253479003906,cgp-large,mu+lambda,distance,humanoid,1,30600
307,307,307,1.6944198608398438,2.1575350761413574,5.6383280754089355,6385.633067846298,20.595521926879883,5.727938652038574,147.4663543701172,1687659855.2930999,1,3.2732839584350586,5.692975997924805,0.8392409086227417,1.724583625793457,162.88931274414062,181.9134979248047,cgp-large,mu+lambda,distance,humanoid,1,30700
308,308,308,1.8923192024230957,1.8908910751342773,5.432180404663086,6406.432613134384,20.77836036682129,5.949821949005127,170.57977294921875,1687659876.0926452,1,3.470874071121216,5.706692695617676,0.4236981272697449,1.7633769512176514,158.5260009765625,201.5375213623047,cgp-large,mu+lambda,distance,humanoid,1,30800
309,309,309,1.830342173576355,2.099391460418701,5.596130847930908,6427.0629506111145,20.611661911010742,5.780329704284668,179.9579315185547,1687659896.7229826,1,3.784273624420166,5.645561218261719,0.5395882725715637,1.5354387760162354,186.27706909179688,178.50286865234375,cgp-large,mu+lambda,distance,humanoid,1,30900
310,310,310,1.8664606809616089,2.0333292484283447,6.266207695007324,6447.873351097107,20.79116439819336,6.875082015991211,149.8849639892578,1687659917.5333831,1,3.52996826171875,6.293306827545166,0.6338202953338623,1.4268043041229248,369.60443115234375,175.07785034179688,cgp-large,mu+lambda,distance,humanoid,1,31000
311,311,311,1.9380254745483398,1.8560863733291626,5.682697296142578,6468.565172433853,20.672239303588867,6.939480781555176,188.17469787597656,1687659938.2252045,1,3.174288034439087,6.544315814971924,0.4764869213104248,1.3676053285598755,204.245361328125,191.01756286621094,cgp-large,mu+lambda,distance,humanoid,1,31100
312,312,312,1.9197795391082764,1.8548696041107178,6.2748003005981445,6489.2503657341,20.664554595947266,6.4859232902526855,202.1494598388672,1687659958.9103978,1,3.555060863494873,6.470928192138672,0.2639564871788025,1.2390859127044678,175.21043395996094,207.994873046875,cgp-large,mu+lambda,distance,humanoid,1,31200
313,313,313,1.8235572576522827,1.871232271194458,5.8284687995910645,6509.93187046051,20.661291122436523,5.876596927642822,166.1526641845703,1687659979.5919025,1,3.0814626216888428,5.8323869705200195,0.5377369523048401,1.3886637687683105,264.4947204589844,262.1499328613281,cgp-large,mu+lambda,distance,humanoid,1,31300
314,314,314,1.7347773313522339,1.9012360572814941,5.505677700042725,6530.564346551895,20.61465072631836,7.271589279174805,183.13766479492188,1687660000.2243786,1,2.949840545654297,5.536520957946777,0.5178868770599365,1.4633560180664062,149.7782440185547,174.7841339111328,cgp-large,mu+lambda,distance,humanoid,1,31400
315,315,315,1.71061110496521,1.964754581451416,5.702003479003906,6551.091862678528,20.509469985961914,6.586596488952637,175.1559295654297,1687660020.7518947,1,2.979862689971924,6.023139953613281,0.5812064409255981,1.3657734394073486,206.65103149414062,169.1817626953125,cgp-large,mu+lambda,distance,humanoid,1,31500
316,316,316,1.9154138565063477,1.9136093854904175,5.3844194412231445,6571.736878871918,20.626651763916016,6.649188995361328,169.63600158691406,1687660041.396911,1,3.560863494873047,6.4672064781188965,0.5415544509887695,1.5411018133163452,149.79547119140625,323.5623779296875,cgp-large,mu+lambda,distance,humanoid,1,31600
317,317,317,1.7752007246017456,1.8629074096679688,5.3519287109375,6592.208904743195,20.454896926879883,5.50071382522583,200.89588928222656,1687660061.8689368,1,3.208536386489868,5.441922187805176,0.6391468644142151,1.3912867307662964,323.19976806640625,207.4652099609375,cgp-large,mu+lambda,distance,humanoid,1,31700
318,318,318,1.8773632049560547,1.979275107383728,5.784459114074707,6612.775864601135,20.536474227905273,6.690903663635254,208.77804565429688,1687660082.4358966,1,3.4654345512390137,6.077872276306152,0.5775061249732971,1.3706634044647217,163.23838806152344,165.44473266601562,cgp-large,mu+lambda,distance,humanoid,1,31800
319,319,319,1.750335931777954,1.728832721710205,5.538078308105469,6633.40404009819,20.57431411743164,6.545569896697998,183.66586303710938,1687660103.0640721,1,2.5852582454681396,5.664261817932129,0.36068621277809143,1.2227426767349243,167.5969696044922,282.4842224121094,cgp-large,mu+lambda,distance,humanoid,1,31900
